SMILES,InChI,logS,source
CCCCCC(=O)OCN1C(=O)C(NC1=O)(c2ccccc2)c3ccccc3,"InChI=1S/C22H24N2O4/c1-2-3-6-15-19(25)28-16-24-20(26)22(23-21(24)27,17-11-7-4-8-12-17)18-13-9-5-10-14-18/h4-5,7-14H,2-3,6,15-16H2,1H3,(H,23,27)",-5.889999849,ONES
CCCCCC(=O)OCN1C(=O)C(NC1=O)(c2ccccc2)c3ccccc3,"InChI=1S/C22H24N2O4/c1-2-3-6-15-19(25)28-16-24-20(26)22(23-21(24)27,17-11-7-4-8-12-17)18-13-9-5-10-14-18/h4-5,7-14H,2-3,6,15-16H2,1H3,(H,23,27)",-6.3009995960000005,ONES
O=C3N(C(=O)C(c1ccccc1)(c2ccccc2)N3)COC(=O)CC,"InChI=1S/C19H18N2O4/c1-2-16(22)25-13-21-17(23)19(20-18(21)24,14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2,13H2,1H3,(H,20,24)",-5.0709999869999995,ONES
O=C3N(C(=O)C(c1ccccc1)(c2ccccc2)N3)COC(=O)CC,"InChI=1S/C19H18N2O4/c1-2-16(22)25-13-21-17(23)19(20-18(21)24,14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2,13H2,1H3,(H,20,24)",-4.90999999,ONES
Clc1c(c(ccc1)Cl)CO,"InChI=1S/C7H6Cl2O/c8-6-2-1-3-7(9)5(6)4-10/h1-3,10H,4H2",-2.1,ONES
c1(c(ccc(c1)OC)O)C(=O)C=Cc2ccccc2,"InChI=1S/C16H14O3/c1-19-13-8-10-16(18)14(11-13)15(17)9-7-12-5-3-2-4-6-12/h2-11,18H,1H3",-6.001000027999999,ONES
CC(C(C(C(/C=N/NC(=O)N)O)O)O)O,"InChI=1S/C7H15N3O5/c1-3(11)5(13)6(14)4(12)2-9-10-7(8)15/h2-6,11-14H,1H3,(H3,8,10,15)/b9-2+",-0.695,ONES
C(C(C(CO)O)O)(C=NNC(=O)N)O,"InChI=1S/C6H13N3O5/c7-6(14)9-8-1-3(11)5(13)4(12)2-10/h1,3-5,10-13H,2H2,(H3,7,9,14)",0.016,ONES
c1(ccncc1)C(=O)NN=C(C(=O)O)C,"InChI=1S/C9H9N3O3/c1-6(9(14)15)11-12-8(13)7-2-4-10-5-3-7/h2-5H,1H3,(H,12,13)(H,14,15)",-3.3139999999999996,ONES
c21c(c(ccc1cccc2)O)C=NNC(=N)N,"InChI=1S/C12H12N4O/c13-12(14)16-15-7-10-9-4-2-1-3-8(9)5-6-11(10)17/h1-7,17H,(H4,13,14,16)",-2.456,ONES
C1CCC(CC1)OC/C=N/NC(=O)N,"InChI=1S/C9H17N3O2/c10-9(13)12-11-6-7-14-8-4-2-1-3-5-8/h6,8H,1-5,7H2,(H3,10,12,13)/b11-6+",-1.743,ONES
c1(c(cccc1OC)OCC(CO)O)OC,"InChI=1S/C11H16O5/c1-14-9-4-3-5-10(11(9)15-2)16-7-8(13)6-12/h3-5,8,12-13H,6-7H2,1-2H3",-2.997,ONES
P1(=O)(N(CCCl)CCCl)OCCCN1,"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",-0.815,ONES
c1(sccn1)C(=O)NN=C(C(=O)O)C,"InChI=1S/C7H7N3O3S/c1-4(7(12)13)9-10-5(11)6-8-2-3-14-6/h2-3H,1H3,(H,10,11)(H,12,13)",-1.929,ONES
C1(CC(O[N+](=O)[O-])CCC1)O[N+](=O)[O-],"InChI=1S/C6H10N2O6/c9-7(10)13-5-2-1-3-6(4-5)14-8(11)12/h5-6H,1-4H2",-2.33,ONES
c1(cc(c(c(c1)C)SC)C)OC(=O)NC,"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)",-3.9210000010000003,ONES
C1(C(NC(=CC(=O)C)C)CCCC1)NC(=CC(=O)C)C,"InChI=1S/C16H26N2O2/c1-11(9-13(3)19)17-15-7-5-6-8-16(15)18-12(2)10-14(4)20/h9-10,15-18H,5-8H2,1-4H3",-2.1109999999999998,ONES
C/C=C/C=C/C(=C/C=C)/C,"InChI=1S/C10H14/c1-4-6-7-9-10(3)8-5-2/h4-9H,2H2,1,3H3/b6-4+,9-7+,10-8+",-2.09,ONES
c21c(ccc(c1)C(C(=O)OCCC=CCC)C)cc(cc2)OC,"InChI=1S/C20H24O3/c1-4-5-6-7-12-23-20(21)15(2)16-8-9-18-14-19(22-3)11-10-17(18)13-16/h5-6,8-11,13-15H,4,7,12H2,1-3H3",-7.35500044,ONES
c1(ccc(cc1)O)N=C(CC(=O)C)C,"InChI=1S/C11H13NO2/c1-8(7-9(2)13)12-10-3-5-11(14)6-4-10/h3-6,14H,7H2,1-2H3",-3.585000001,ONES
c1(ccc(cc1)N=C(CC(=O)C)C)N=C(CC(=O)C)C,"InChI=1S/C16H20N2O2/c1-11(9-13(3)19)17-15-5-7-16(8-6-15)18-12(2)10-14(4)20/h5-8H,9-10H2,1-4H3",-1.886,ONES
CCOC(=O)OCOc1ccc(cc1)NC(=O)C,"InChI=1S/C12H15NO5/c1-3-16-12(15)18-8-17-11-6-4-10(5-7-11)13-9(2)14/h4-7H,3,8H2,1-2H3,(H,13,14)",-2.43,ONES
c1(ccc(cc1)NC(=O)C)OC(=O)OCC,"InChI=1S/C11H13NO4/c1-3-15-11(14)16-10-6-4-9(5-7-10)12-8(2)13/h4-7H,3H2,1-2H3,(H,12,13)",-2.668,ONES
S(=O)(=O)(c1ccc(cc1)N)NC(=S)N,"InChI=1S/C7H9N3O2S2/c8-5-1-3-6(4-2-5)14(11,12)10-7(9)13/h1-4H,8H2,(H3,9,10,13)",-2.242,ONES
S(=O)(=O)(c1ccc(cc1)N)NC(=O)N,"InChI=1S/C7H9N3O3S/c8-5-1-3-6(4-2-5)14(12,13)10-7(9)11/h1-4H,8H2,(H3,9,10,11)",-1.966,ONES
Brc1c(cc(c(c1)Cl)OP(=S)(OC)OC)Cl,"InChI=1S/C8H8BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",-6.089999741000001,ONES
c1(c(ccc(c1)Cl)OCC(=S)O)C,"InChI=1S/C9H9ClO2S/c1-6-4-7(10)2-3-8(6)12-5-9(11)13/h2-4H,5H2,1H3,(H,11,13)",-3.16,ONES
c1(ccccc1)C(=O)OCCCC(=O)N(C)C,"InChI=1S/C13H17NO3/c1-14(2)12(15)9-6-10-17-13(16)11-7-4-3-5-8-11/h3-5,7-8H,6,9-10H2,1-2H3",-1.229,ONES
P(=O)(Oc1ccc(cc1)[N+](=O)[O-])(Oc2ccccc2)Oc3ccccc3,"InChI=1S/C18H14NO6P/c20-19(21)15-11-13-18(14-12-15)25-26(22,23-16-7-3-1-4-8-16)24-17-9-5-2-6-10-17/h1-14H",-4.959000016,ONES
O1C[C@]14[C@@]2([C@H](O)C[C@H]4O[C@@H]3/C=C(/C)CC[C@]23CO)C,"InChI=1S/C15H22O4/c1-9-3-4-14(7-16)11(5-9)19-12-6-10(17)13(14,2)15(12)8-18-15/h5,10-12,16-17H,3-4,6-8H2,1-2H3/t10-,11-,12-,13-,14-,15+/m1/s1",-2.6060000000000003,ONES
c1(ccncc1)C(=O)NN=C(CCC(=O)O)C,"InChI=1S/C11H13N3O3/c1-8(2-3-10(15)16)13-14-11(17)9-4-6-12-7-5-9/h4-7H,2-3H2,1H3,(H,14,17)(H,15,16)",-1.5919999999999999,ONES
C/C(=N\NC(=O)c1nccs1)/CCC(=O)O,"InChI=1S/C9H11N3O3S/c1-6(2-3-7(13)14)11-12-8(15)9-10-4-5-16-9/h4-5H,2-3H2,1H3,(H,12,15)(H,13,14)/b11-6+",-1.7280000000000002,ONES
c1ccc(cc1)CC2C(=O)NC(=O)N2CC(=O)O,"InChI=1S/C12H12N2O4/c15-10(16)7-14-9(11(17)13-12(14)18)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,15,16)(H,13,17,18)",-1.791,ONES
c1ccc(cc1)CC2C(=O)N(C(=O)N2CC(=O)O)c3ccccc3,"InChI=1S/C18H16N2O4/c21-16(22)12-19-15(11-13-7-3-1-4-8-13)17(23)20(18(19)24)14-9-5-2-6-10-14/h1-10,15H,11-12H2,(H,21,22)",-2.908,ONES
Clc1n(nc(n1)OP(=S)(OCC)OCC)C(C)C,"InChI=1S/C9H17ClN3O3PS/c1-5-14-17(18,15-6-2)16-9-11-8(10)13(12-9)7(3)4/h7H,5-6H2,1-4H3",-3.6600000010000002,ONES
C3(C(c2c1c(ccc(c1)OC)ncc2)O)N4CC(C(C3)CC4)C#C,"InChI=1S/C20H22N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h1,4-6,8,11,13-14,19-20,23H,7,9-10,12H2,2H3",-2.1180000000000003,ONES
C532c1c4c(ccc1CC(C2CCC(C3O4)O)N(CC5)C)OCOC,"InChI=1S/C19H25NO4/c1-20-8-7-19-12-4-5-14(21)18(19)24-17-15(23-10-22-2)6-3-11(16(17)19)9-13(12)20/h3,6,12-14,18,21H,4-5,7-10H2,1-2H3",-1.959,ONES
C532c1c4c(ccc1CC(C2CCCC3O4)N(CC5)C)OCc6ccccc6,"InChI=1S/C24H27NO2/c1-25-13-12-24-18-8-5-9-21(24)27-23-20(26-15-16-6-3-2-4-7-16)11-10-17(22(23)24)14-19(18)25/h2-4,6-7,10-11,18-19,21H,5,8-9,12-15H2,1H3",-4.2199999969999995,ONES
C2(=Cc1cc(c(cc1)O)O)C(=O)NC(=S)S2,"InChI=1S/C10H7NO3S2/c12-6-2-1-5(3-7(6)13)4-8-9(14)11-10(15)16-8/h1-4,12-13H,(H,11,14,15)",-3.343,ONES
c1ccc(cc1)N(c2ccccc2)/N=C/C(C(C(CO)O)O)O,"InChI=1S/C17H20N2O4/c20-12-16(22)17(23)15(21)11-18-19(13-7-3-1-4-8-13)14-9-5-2-6-10-14/h1-11,15-17,20-23H,12H2/b18-11+",-3.102,ONES
c21c(cccn1)C(=NO)C=CC2=NO,"InChI=1S/C9H7N3O2/c13-11-7-3-4-8(12-14)9-6(7)2-1-5-10-9/h1-5,13-14H",-3.8000000010000003,ONES
C21C(C(CO1)O)OCC2OC(=O)C(c3cc4c(cc3)cc(cc4)OC)C,"InChI=1S/C20H22O6/c1-11(12-3-4-14-8-15(23-2)6-5-13(14)7-12)20(22)26-17-10-25-18-16(21)9-24-19(17)18/h3-8,11,16-19,21H,9-10H2,1-2H3",-3.9760000000000004,ONES
c1(c(cc2c(c1)OCO2)CO)[N+](=O)[O-],"InChI=1S/C8H7NO5/c10-3-5-1-7-8(14-4-13-7)2-6(5)9(11)12/h1-2,10H,3-4H2",-3.0639999999999996,ONES
ClC2C1CC(C(C1)C#N)C2=NOC(=O)NC,"InChI=1S/C10H12ClN3O2/c1-13-10(15)16-14-9-7-3-5(8(9)11)2-6(7)4-12/h5-8H,2-3H2,1H3,(H,13,15)",-2.08,ONES
C21(C(C(CC1=O)CC2)(C)C)CS(=O)(=O)O,"InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)",-0.3,ONES
c21c(ncnc1[nH]cn2)SCOC(=O)CCC,"InChI=1S/C10H12N4O2S/c1-2-3-7(15)16-6-17-10-8-9(12-4-11-8)13-5-14-10/h4-5H,2-3,6H2,1H3,(H,11,12,13,14)",-2.694,ONES
C21N(C(CC1)CC(C2)OC(=O)C(c3ccccc3)COS(=O)(=O)O)C,"InChI=1S/C17H23NO6S/c1-18-13-7-8-14(18)10-15(9-13)24-17(19)16(11-23-25(20,21)22)12-5-3-2-4-6-12/h2-6,13-16H,7-11H2,1H3,(H,20,21,22)",-1.568,ONES
c21c(cccc1)C(=NNC(=N)N)C=CC2=NNC(=N)N,"InChI=1S/C12H14N8/c13-11(14)19-17-9-5-6-10(18-20-12(15)16)8-4-2-1-3-7(8)9/h1-6H,(H4,13,14,19)(H4,15,16,20)",-3.2880000000000003,ONES
Clc1c(cc(c(c1)Cl)C(=CCl)OP(=O)(OC)OC)Cl,"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3",-4.520000003,ONES
c1(c(cc(c(c1)Cl)Cl)Cl)C(=CCl)OP(=O)(OC)OC,"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3",-4.522,ONES
[3H]ON,"InChI=1S/H3NO/c1-2/h2H,1H2/i2T",-1.3188,ONES
[3H]ON,"InChI=1S/H3NO/c1-2/h2H,1H2/i2T",-1.2676,ONES
[3H]ON,"InChI=1S/H3NO/c1-2/h2H,1H2/i2T",-1.237,ONES
c1(ccc(cc1)F)S(=O)(=O)NC(C(=O)NC2C(OCC2)O)C(C)C,"InChI=1S/C15H21FN2O5S/c1-9(2)13(14(19)17-12-7-8-23-15(12)20)18-24(21,22)11-5-3-10(16)4-6-11/h3-6,9,12-13,15,18,20H,7-8H2,1-2H3,(H,17,19)",-2.381,ONES
FC32C(C1C(C(C(C1)OC(=O)C)(O)C(=O)COC(=O)C)(CC2O)C)CCC4=CC(=O)C=CC43C,"InChI=1S/C25H31FO8/c1-13(27)33-12-20(31)25(32)21(34-14(2)28)10-18-17-6-5-15-9-16(29)7-8-22(15,3)24(17,26)19(30)11-23(18,25)4/h7-9,17-19,21,30,32H,5-6,10-12H2,1-4H3",-4.130000001,ONES
N1(C(C(=O)N)CCC1)C(=O)COC(=O)c2ccccc2,"InChI=1S/C14H16N2O4/c15-13(18)11-7-4-8-16(11)12(17)9-20-14(19)10-5-2-1-3-6-10/h1-3,5-6,11H,4,7-9H2,(H2,15,18)",-1.045,ONES
N1(C(CCCC1)CC)C(=O)COC(=O)c2ccccc2,"InChI=1S/C16H21NO3/c1-2-14-10-6-7-11-17(14)15(18)12-20-16(19)13-8-4-3-5-9-13/h3-5,8-9,14H,2,6-7,10-12H2,1H3",-2.7239999999999998,ONES
c1(ccccc1)C(=O)OCC(=O)N(CCO)C,"InChI=1S/C12H15NO4/c1-13(7-8-14)11(15)9-17-12(16)10-5-3-2-4-6-10/h2-6,14H,7-9H2,1H3",-1.09,ONES
N2(C(=O)COC(=O)c1ccccc1)C(CCCC2C)C,"InChI=1S/C16H21NO3/c1-12-7-6-8-13(2)17(12)15(18)11-20-16(19)14-9-4-3-5-10-14/h3-5,9-10,12-13H,6-8,11H2,1-2H3",-0.8240000000000001,ONES
N2(C(=O)COC(=O)c1ccccc1)CCC(CC2)O,"InChI=1S/C14H17NO4/c16-12-6-8-15(9-7-12)13(17)10-19-14(18)11-4-2-1-3-5-11/h1-5,12,16H,6-10H2",-1.349,ONES
FC32C(C1C(C(C(C1)C)(O)C(=O)COC(=O)C)(CC2O)C)CCC4=CC(=O)C=CC43C,"InChI=1S/C24H31FO6/c1-13-9-18-17-6-5-15-10-16(27)7-8-21(15,3)23(17,25)19(28)11-22(18,4)24(13,30)20(29)12-31-14(2)26/h7-8,10,13,17-19,28,30H,5-6,9,11-12H2,1-4H3",-4.900000004,ONES
c1(ccccc1)C(=O)OCC(=O)N(C(=O)C)C,"InChI=1S/C12H13NO4/c1-9(14)13(2)11(15)8-17-12(16)10-6-4-3-5-7-10/h3-7H,8H2,1-2H3",-0.495,ONES
N2(C(=O)COC(=O)c1ccccc1)CCCCCC2,"InChI=1S/C15H19NO3/c17-14(16-10-6-1-2-7-11-16)12-19-15(18)13-8-4-3-5-9-13/h3-5,8-9H,1-2,6-7,10-12H2",-2.542,ONES
