"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"11666","S=C(NC)C1(=CC=CC=C1)","CNC(=S)C1C=CC=CC=1","InChI=1S/C8H9NS/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)","VXQROEXTWNTASQ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",-2.5
"14416","S=C(N(C)C)C1(=CC=CC=C1)","CN(C)C(=S)C1C=CC=CC=1","InChI=1S/C9H11NS/c1-10(2)9(11)8-6-4-3-5-7-8/h3-7H,1-2H3","OPXCUUJACRRYMC-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",-2.3
"13504","S(=O)(C1(=CC=C(C)C=C1))C(C)(C)C","CC1C=CC(=CC=1)S(=O)C(C)(C)C","InChI=1S/C11H16OS/c1-9-5-7-10(8-6-9)13(12)11(2,3)4/h5-8H,1-4H3","CUHLCVDOSQPTSU-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-2.2
"13898","N2(C1(=C(C=C(C)C=C1)C=C2))(C)","CC1C=CC2=C(C=1)C=CN2C","InChI=1S/C10H11N/c1-8-3-4-10-9(7-8)5-6-11(10)2/h3-7H,1-2H3","PZNYKBLADPHGMI-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",-2.15
"17639","N#CN(CC)CC","CCN(CC)C#N","InChI=1S/C5H10N2/c1-3-7(4-2)5-6/h3-4H2,1-2H3","ZZTSQZQUWBFTAT-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","basic",-2.0
"17553","S=C(NC)C","CNC(C)=S","InChI=1S/C3H7NS/c1-3(5)4-2/h1-2H3,(H,4,5)","BNLLHLUAOXAUNQ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",-1.9
"15047","P(=O)(C1(=CC=CC=C1))(CC2(=CC=CC=C2))C","CP(=O)(CC1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C14H15OP/c1-16(15,14-10-6-3-7-11-14)12-13-8-4-2-5-9-13/h2-11H,12H2,1H3","SOJGLPAFJIPVLI-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",-1.82
"17629","S(=O)(C(C)(C)C)C","CS(=O)C(C)(C)C","InChI=1S/C5H12OS/c1-5(2,3)7(4)6/h1-4H3","YPRPSRLQZMDWFO-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",-1.71
"12420","O=[N+]([O-])C2(=C(N)C=1(C(=CC=CC=1)C=C2))","NC1C2=CC=CC=C2C=CC=1[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-10-8-4-2-1-3-7(8)5-6-9(10)12(13)14/h1-6H,11H2","SMAJHKXZBICXLS-UHFFFAOYSA-N","?","20",,"a/thermodynamic","?","basic",-1.6
"11143","S=C2(N(C1(=C(C=CC=C1)C=C2))C)","CN1C(=S)C=CC2C=CC=CC1=2","InChI=1S/C10H9NS/c1-11-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3","PBRBGUUOYSTUHP-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",-1.6
"17019","O=C1(C(C#N)=CN(CC)C2(=C1C=CC=C2))","CCN1C=C(C#N)C(=O)C2C=CC=CC1=2","InChI=1S/C12H10N2O/c1-2-14-8-9(7-13)12(15)10-5-3-4-6-11(10)14/h3-6,8H,2H2,1H3","YTXKDTRUKFWIDE-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",-1.55
"13320","ClC2(=NC=C(C1([NH+](CCC1)C))C=C2)","CN1CCCC1C1C=NC(Cl)=CC=1","InChI=1S/C10H13ClN2/c1-13-6-2-3-9(13)8-4-5-10(11)12-7-8/h4-5,7,9H,2-3,6H2,1H3","SVVOLGNZRGLPIU-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-1.3
"13173","ClC=1(N=CNC=1[N+](=O)[O-])","[O-][N+](=O)C1NC=NC=1Cl","InChI=1S/C3H2ClN3O2/c4-2-3(7(8)9)6-1-5-2/h1H,(H,5,6)","ZJYZSKPVPVBBFB-UHFFFAOYSA-N","?","25","potentiometric","b1/apparent","?","basic",-1.3
"13946","OC1(=NC=CC=2(C1=CC=CC=2))","OC1=NC=CC2=CC=CC=C21","InChI=1S/C9H7NO/c11-9-8-4-2-1-3-7(8)5-6-10-9/h1-6H,(H,10,11)","VDBNYAPERZTOOF-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",-1.2
"12411","O(C2(=NC=1(C(=CC=CC=1)N=C2OC)))C","COC1=NC2=CC=CC=C2N=C1OC","InChI=1S/C10H10N2O2/c1-13-9-10(14-2)12-8-6-4-3-5-7(8)11-9/h3-6H,1-2H3","CRAYFGFTLBTRRS-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",-1.15
"11089","O=C2(N(C1(=C(C=CC=C1)N=C2))C)","CN1C(=O)C=NC2C=CC=CC1=2","InChI=1S/C9H8N2O/c1-11-8-5-3-2-4-7(8)10-6-9(11)12/h2-6H,1H3","CHPVQLYVDDOWNT-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",-1.15
"12930","O=C(O)C1(=NC=CC=N1)","OC(=O)C1N=CC=CN=1","InChI=1S/C5H4N2O2/c8-5(9)4-6-2-1-3-7-4/h1-3H,(H,8,9)","ZFCHNZDUMIOWFV-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","basic",-1.13
"12214","O=C(C1(=CC=CC=C1))C=C(N)CCC","CCCC(=N)CC(=O)C1C=CC=CC=1","InChI=1S/C12H15NO/c1-2-6-11(13)9-12(14)10-7-4-3-5-8-10/h3-5,7-8,13H,2,6,9H2,1H3","REJJUVWPMQGSNG-UHFFFAOYSA-N","?","20","spectrophotometric","b1/apparent","OH","basic",-1.12
"13840","[S-]C2(=[NH+]C=1(C(=CC=CC=1)N=C2))","SC1C=NC2=CC=CC=C2N=1","InChI=1S/C8H6N2S/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-5H,(H,10,11)","INQXGZFDGDSRIF-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",-1.11
"10278","O1(N=C(C)C(=C1C)C)","CC1C(C)=NOC=1C","InChI=1S/C6H9NO/c1-4-5(2)7-8-6(4)3/h1-3H3","MGHKWBQZEBMFOH-UHFFFAOYSA-N","?","25",,"b/apparent","?","basic",-1.0
"14850","O=C(O)C1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1C(O)=O","InChI=1S/C10H6N4O2/c11-5-7(6-12)13-14-9-4-2-1-3-8(9)10(15)16/h1-4,7H,(H,15,16)","FDCSZMOHOIBWGW-UHFFFAOYSA-N","?","20","spectrophotometric","b1/apparent","-NH2-","basic",-0.96
"17247","S=C(N)N","NC(N)=S","InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)","UMGDCJDMYOKAJW-UHFFFAOYSA-N","?","24.9",,"b1/apparent","NH(1+)","basic",-0.96
"15832","P(=NC1(=CC=CC=C1))(C2(=CC=CC=C2))(C3(=CC=CC=C3))C4(=CC=CC=C4)","C1=CC=CC=C1N=P(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C24H20NP/c1-5-13-21(14-6-1)25-26(22-15-7-2-8-16-22,23-17-9-3-10-18-23)24-19-11-4-12-20-24/h1-20H","PTLOPIHJOPWUNN-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","NH(1+)","basic",-0.92
"12793","[Se](=O)(O)C1(=CC=CC=C1)","O[Se](=O)C1C=CC=CC=1","InChI=1S/C6H6O2Se/c7-9(8)6-4-2-1-3-5-6/h1-5H,(H,7,8)","WIHKGDVGLJJAMC-UHFFFAOYSA-N","?",,"NMR","a1/apparent","O-H","basic",-0.9
"14348","ClC1(=CC([N+](=O)[O-])=C(N)C=C1)","NC1C=CC(Cl)=CC=1[N+]([O-])=O","InChI=1S/C6H5ClN2O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,8H2","PBGKNXWGYQPUJK-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","NH2","basic",-0.88
"12117","N#CC(=NNC1(=C(C=CC=C1)C))C#N","CC1C=CC=CC=1N=NC(C#N)C#N","InChI=1S/C10H8N4/c1-8-4-2-3-5-10(8)14-13-9(6-11)7-12/h2-5,9H,1H3","PGANELMIKKGCBI-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.84
"14627","N#CC(=NNC1(=C(C=CC(=C1)C)C))C#N","CC1=CC(N=NC(C#N)C#N)=C(C)C=C1","InChI=1S/C11H10N4/c1-8-3-4-9(2)11(5-8)15-14-10(6-12)7-13/h3-5,10H,1-2H3","KUVLTQSSNHTLGP-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.84
"12115","N#CC(=NNC1(=CC=C(C)C=C1))C#N","CC1=CC=C(C=C1)N=NC(C#N)C#N","InChI=1S/C10H8N4/c1-8-2-4-9(5-3-8)13-14-10(6-11)7-12/h2-5,10H,1H3","PVMNLJXFLNGWDN-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.83
"14629","N#CC(=NNC1(=C(C=CC=C1C)C))C#N","CC1C=CC=C(C)C=1N=NC(C#N)C#N","InChI=1S/C11H10N4/c1-8-4-3-5-9(2)11(8)15-14-10(6-12)7-13/h3-5,10H,1-2H3","SQEUWWVFNYITIZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.82
"10028","O=C1(C=CC=CC=C1)","O=C1C=CC=CC=C1","InChI=1S/C7H6O/c8-7-5-3-1-2-4-6-7/h1-6H","QVWDCTQRORVHHT-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",-0.82
"13535","N#CC(=NNC1(=CC=CC=C1))C#N","N#CC(C#N)N=NC1C=CC=CC=1","InChI=1S/C9H6N4/c10-6-9(7-11)13-12-8-4-2-1-3-5-8/h1-5,9H","KLMBASWITNCMTF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.82
"12122","[Br]C1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1Br","InChI=1S/C9H5BrN4/c10-8-3-1-2-4-9(8)14-13-7(5-11)6-12/h1-4,7H","ROODCEVUWMLMSL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.8
"12126","ClC1(=CC=C(NN=C(C#N)C#N)C=C1)","N#CC(C#N)N=NC1C=CC(Cl)=CC=1","InChI=1S/C9H5ClN4/c10-7-1-3-8(4-2-7)13-14-9(5-11)6-12/h1-4,9H","VSRWRLJPOOTNFT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.79
"15592","FC(F)(F)OC1(=CC=C(NN=C(C#N)C#N)C=C1)","N#CC(C#N)N=NC1C=CC(=CC=1)OC(F)(F)F","InChI=1S/C10H5F3N4O/c11-10(12,13)18-9-3-1-7(2-4-9)16-17-8(5-14)6-15/h1-4,8H","WCAZOGMPEZCHPN-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.78
"12124","ClC1(=CC(NN=C(C#N)C#N)=CC=C1)","N#CC(C#N)N=NC1C=C(Cl)C=CC=1","InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,9H","ATTCVKKCGVZURR-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.78
"14852","O=C(C1(=CC=C(NN=C(C#N)C#N)C=C1))C","C=C(O)C1C=CC(=CC=1)N=NC(C#N)C#N","InChI=1S/C11H8N4O/c1-8(16)9-2-4-10(5-3-9)14-15-11(6-12)7-13/h2-5,11,16H,1H2","XIPYNEMDGAGPOC-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.77
"12120","ClC1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1Cl","InChI=1S/C9H5ClN4/c10-8-3-1-2-4-9(8)14-13-7(5-11)6-12/h1-4,7H","ZRNJZQRMCMICTL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.77
"14927","O=[N+]([O-])C1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1[N+]([O-])=O","InChI=1S/C9H5N5O2/c10-5-7(6-11)12-13-8-3-1-2-4-9(8)14(15)16/h1-4,7H","NBRXHBWLQYESNG-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.76
"16275","O=[N+]([O-])C1(=CC(=C(NN=C(C#N)C#N)C=C1)C)","CC1C=C(C=CC=1N=NC(C#N)C#N)[N+]([O-])=O","InChI=1S/C10H7N5O2/c1-7-4-9(15(16)17)2-3-10(7)14-13-8(5-11)6-12/h2-4,8H,1H3","FOCDHQDHFYGVDG-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.74
"16965","O=[N+]([O-])C1(=C([N+](=O)[O-])C=C2(C=NNC2(=C1)))","[O-][N+](=O)C1C=C2C=NNC2=CC=1[N+]([O-])=O","InChI=1S/C7H4N4O4/c12-10(13)6-1-4-3-8-9-5(4)2-7(6)11(14)15/h1-3H,(H,8,9)","TXKLPRHOQGGDQY-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","NH2+","basic",-0.73
"16226","FC(F)(F)C1(=C(NN=C(C#N)C#N)C=CC=C1)","N#CC(C#N)N=NC1C=CC=CC=1C(F)(F)F","InChI=1S/C10H5F3N4/c11-10(12,13)8-3-1-2-4-9(8)17-16-7(5-14)6-15/h1-4,7H","OTYRRSPJNJWAAC-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.7
"12932","O=C(O)C1(=NC=CN=C1)","OC(=O)C1C=NC=CN=1","InChI=1S/C5H4N2O2/c8-5(9)4-3-6-1-2-7-4/h1-3H,(H,8,9)","NIPZZXUFJPQHNH-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","basic",-0.7
"11541","O=C(OC)C1(=NC=CC=N1)","COC(=O)C1N=CC=CN=1","InChI=1S/C6H6N2O2/c1-10-6(9)5-7-3-2-4-8-5/h2-4H,1H3","JOQJEWAXHQDQAG-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",-0.68
"10236","O=C(O)C=1(NC=CC=1)","OC(=O)C1=CC=CN1","InChI=1S/C5H5NO2/c7-5(8)4-2-1-3-6-4/h1-3,6H,(H,7,8)","WRHZVMBBRYBTKZ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","basic",-0.65
"11227","N1(=NN(N)C(=N1)C2(=CC=CC=C2))","NN1N=NN=C1C1C=CC=CC=1","InChI=1S/C7H7N5/c8-12-7(9-10-11-12)6-4-2-1-3-5-6/h1-5H,8H2","NWOANCZCVIUCTG-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",-0.62
"16279","ClC1(=C(NN=C(C#N)C#N)C=CC(=C1)[N+](=O)[O-])","N#CC(C#N)N=NC1C=CC(=CC=1Cl)[N+]([O-])=O","InChI=1S/C9H4ClN5O2/c10-8-3-7(15(16)17)1-2-9(8)14-13-6(4-11)5-12/h1-3,6H","ZUDGKODXCIFNPR-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.62
"10051","O=C(O)C1(=COC=C1)","OC(=O)C1C=COC=1","InChI=1S/C5H4O3/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)","IHCCAYCGZOLTEU-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","basic",-0.59
"13991","[NH+]2(=C1(N(C=NC1=C(N)N=C2)C))","CN1C=NC2C(N)=NC=NC1=2","InChI=1S/C6H7N5/c1-11-3-10-4-5(7)8-2-9-6(4)11/h2-3H,1H3,(H2,7,8,9)","WRXCXOUDSPTXNX-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",-0.59
"14736","O=CC","C=CO","InChI=1S/C2H4O/c1-2-3/h2-3H,1H2","IMROMDMJAWUWLK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.57
"11160","O=C(O)C=1(NC=2(C=CC=CC=2(C=1)))","OC(=O)C1=CC2C=CC=CC=2N1","InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)","HCUARRIEZVDMPT-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","basic",-0.57
"13311","[NH+]2(=CC=C(N1(CCC(C)CC1))C=C2)","CC1CCN(CC1)C1C=CN=CC=1","InChI=1S/C11H16N2/c1-10-4-8-13(9-5-10)11-2-6-12-7-3-11/h2-3,6-7,10H,4-5,8-9H2,1H3","FGWQRDGADJMULT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.56
"10049","O=C(O)C=1(OC=CC=1)","OC(=O)C1=CC=CO1","InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)","SMNDYUVBFMFKNZ-UHFFFAOYSA-N","?","28",,"a1/apparent","COO-H","basic",-0.53
"11534","FC(F)(F)C1(=NNC(=C1)C)","CC1=CC(=NN1)C(F)(F)F","InChI=1S/C5H5F3N2/c1-3-2-4(10-9-3)5(6,7)8/h2H,1H3,(H,9,10)","DLCHCAYDSKIFIN-UHFFFAOYSA-N","?","25",,"a1/apparent","N%+&-H","basic",-0.5
"15007","O3(C(CN(C1(=CC=C(C)C=C1))CC2(OC2))C3)","CC1=CC=C(C=C1)N(CC1CO1)CC1CO1","InChI=1S/C13H17NO2/c1-10-2-4-11(5-3-10)14(6-12-8-15-12)7-13-9-16-13/h2-5,12-13H,6-9H2,1H3","GTYAMROJMXVPHD-UHFFFAOYSA-N","?","20","spectrophotometric","b1/apparent","NH%+&","basic",-0.48
"13113","O=C(C1(=NC=CC=C1))C","C=C(O)C1C=CC=CN=1","InChI=1S/C7H7NO/c1-6(9)7-4-2-3-5-8-7/h2-5,9H,1H2","CLUPMXZISUFRFS-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",-0.46
"13913","[Br]C=1(C=NC2(=CC=CC=C2(C=1)))","BrC1=CC2=CC=CC=C2N=C1","InChI=1S/C9H6BrN/c10-8-5-7-3-1-2-4-9(7)11-6-8/h1-6H","ZGIKWINFUGEQEO-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",-0.44
"17191","O3(C(CN(C1(=CC=CC=C1))CC2(OC2))C3)","C(C1CO1)N(CC1CO1)C1C=CC=CC=1","InChI=1S/C12H15NO2/c1-2-4-10(5-3-1)13(6-11-8-14-11)7-12-9-15-12/h1-5,11-12H,6-9H2","JAYXSROKFZAHRQ-UHFFFAOYSA-N","?","20","spectrophotometric","b1/apparent","NH%+&","basic",-0.4
"10737","O=[N+]([O-])C1(=CC=C(NCO)C=C1)","[O-][N+](=O)C1C=CC(=CC=1)NCO","InChI=1S/C7H8N2O3/c10-5-8-6-1-3-7(4-2-6)9(11)12/h1-4,8,10H,5H2","VHCAVXZFPGZWEQ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",-0.33
"14347","FC1(=C([N+](=O)[O-])C=CC(=C1)N)","NC1C=CC(=C(F)C=1)[N+]([O-])=O","InChI=1S/C6H5FN2O2/c7-5-3-4(8)1-2-6(5)9(10)11/h1-3H,8H2","KKQPNAPYVIIXFB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",-0.3
"10710","S(C1(=CC([N+](=O)[O-])=C(N)C=C1))C","CSC1=CC(=C(N)C=C1)[N+]([O-])=O","InChI=1S/C7H8N2O2S/c1-12-5-2-3-6(8)7(4-5)9(10)11/h2-4H,8H2,1H3","LWFOZCFJVOGQAM-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","?","basic",-0.28
"10093","N#CC1(=NC=CC=C1)","N#CC1C=CC=CN=1","InChI=1S/C6H4N2/c7-5-6-3-1-2-4-8-6/h1-4H","FFNVQNRYTPFDDP-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",-0.26
