"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"15083","O=[N+]([O-])C2(=CC(NC1(=CC=CC=C1))=CC=C2)","[O-][N+](=O)C1=CC(=CC=C1)NC1C=CC=CC=1","InChI=1S/C12H10N2O2/c15-14(16)12-8-4-7-11(9-12)13-10-5-2-1-3-6-10/h1-9,13H","VNRHTFXMONFRSL-UHFFFAOYSA-N","?","25","mean from 2","b1/apparent","NH","basic",-1.27
"17773","O=C1(C=CCC=C1)","O=C1C=CCC=C1","InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h2-5H,1H2","WGHKKEJHRMUKDK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","C-H","basic",-1.14
"11461","O=C(O)C1(=CC(O)=CC=C1)","OC1C=C(C=CC=1)C(O)=O","InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)","IJFXRHURBJZNAO-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","basic",-1.01
"12418","O=[N+]([O-])C1(=C(N)C=CC=2(C1=CC=CC=2))","NC1C=CC2=CC=CC=C2C=1[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12(13)14/h1-6H,11H2","JNWGFQCTJCIODS-UHFFFAOYSA-N","?","22","mean from 2","a/thermodynamic","?","basic",-0.92
"16484","N#CC(=NNC2(=CC=C(N=NC1(=CC=CC=C1))C=C2))C#N","N#CC(C#N)N=NC1C=CC(=CC=1)N=NC1C=CC=CC=1","InChI=1S/C15H10N6/c16-10-15(11-17)21-20-14-8-6-13(7-9-14)19-18-12-4-2-1-3-5-12/h1-9,15H","NCDCTVOPSIPZCZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.87
"11281","O=[N+]([O-])C2(=C1(NN=CC1=CC=C2))","[O-][N+](=O)C1C=CC=C2C=NNC2=1","InChI=1S/C7H5N3O2/c11-10(12)6-3-1-2-5-4-8-9-7(5)6/h1-4H,(H,8,9)","PQCAUHUKTBHUSA-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","NH2+","basic",-0.83
"14847","ClCCC1(=CC=C(NN=C(C#N)C#N)C=C1)","N#CC(C#N)N=NC1C=CC(CCCl)=CC=1","InChI=1S/C11H9ClN4/c12-6-5-9-1-3-10(4-2-9)15-16-11(7-13)8-14/h1-4,11H,5-6H2","VBRDQJNXPOGDAB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.81
"16277","O=[N+]([O-])C1(=C(NN=C(C#N)C#N)C=CC(=C1)C)","CC1=CC(=C(C=C1)N=NC(C#N)C#N)[N+]([O-])=O","InChI=1S/C10H7N5O2/c1-7-2-3-9(10(4-7)15(16)17)14-13-8(5-11)6-12/h2-4,8H,1H3","JHYHIEBZIXAERA-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.78
"16228","ClCC(=O)C1(=CC=C(NN=C(C#N)C#N)C=C1)","N#CC(C#N)N=NC1C=CC(=CC=1)C(O)=CCl","InChI=1S/C11H7ClN4O/c12-5-11(17)8-1-3-9(4-2-8)15-16-10(6-13)7-14/h1-5,10,17H","BPZDACWQGFWOAQ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.76
"14634","ClC1(=C(Cl)C=CC=C1NN=C(C#N)C#N)","N#CC(C#N)N=NC1=CC=CC(Cl)=C1Cl","InChI=1S/C9H4Cl2N4/c10-7-2-1-3-8(9(7)11)15-14-6(4-12)5-13/h1-3,6H","LGJRUIATGITKJJ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.71
"14632","ClC1(=C(NN=C(C#N)C#N)C(Cl)=CC=C1)","N#CC(C#N)N=NC1C(Cl)=CC=CC=1Cl","InChI=1S/C9H4Cl2N4/c10-7-2-1-3-8(11)9(7)15-14-6(4-12)5-13/h1-3,6H","AEQGCSSRAKAFGV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.67
"15321","O=[N+]([O-])C3(=CC=C(C=2(OC(C1(=CC=CC=C1))=CN=2))C=C3)","[O-][N+](=O)C1C=CC(=CC=1)C1=NC=C(O1)C1C=CC=CC=1","InChI=1S/C15H10N2O3/c18-17(19)13-8-6-12(7-9-13)15-16-10-14(20-15)11-4-2-1-3-5-11/h1-10H","GNQWDFZVBSNVSN-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",-0.61
"12797","S1(C(C(=O)O)=CC=C1C)","CC1=CC=C(S1)C(O)=O","InChI=1S/C6H6O2S/c1-4-2-3-5(9-4)6(7)8/h2-3H,1H3,(H,7,8)","VCNGNQLPFHVODE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","basic",-0.57
"13836","[NH+]2(=CC=C(N1(CCCC1))C=C2)","C1CCCN1C1C=CN=CC=1","InChI=1S/C9H12N2/c1-2-8-11(7-1)9-3-5-10-6-4-9/h3-6H,1-2,7-8H2","RGUKYNXWOWSRET-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",-0.53
"17871","FC1(=NC=CC=C1)","FC1C=CC=CN=1","InChI=1S/C5H4FN/c6-5-3-1-2-4-7-5/h1-4H","MTAODLNXWYIKSO-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","NHE+","basic",-0.44
"10277","ONC1(=CC=CC=C1)","ONC1C=CC=CC=1","InChI=1S/C6H7NO/c8-7-6-4-2-1-3-5-6/h1-5,7-8H","CKRZKMFTZCFYGB-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","N-O","basic",-0.32
"11544","O=[N+]([O-])C1(=C(N)C=CC=C1)","NC1C=CC=CC=1[N+]([O-])=O","InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2","DPJCXCZTLWNFOH-UHFFFAOYSA-N","?","24","mean from 10","b1/apparent","NH2","basic",-0.24
"17884","O1(N=CC(=C1C)C)","CC1ON=CC=1C","InChI=1S/C5H7NO/c1-4-3-6-7-5(4)2/h3H,1-2H3","BSWGZCMLNFBDEZ-UHFFFAOYSA-N","?","25",,"b/apparent","?","basic",0.0
"17817","ClC=1(C=NN(C=1)C)","CN1C=C(Cl)C=N1","InChI=1S/C4H5ClN2/c1-7-3-4(5)2-6-7/h2-3H,1H3","PGNUBDXGTOZIHC-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",0.16
"14812","N(C2(=CC=1(C(=CC=CC=1)C=C2)))(C4(C3(=C(C=CC=C3)CC4)))C6(C5(=C(C=CC=C5)CC6))","C1CC(C2C=CC=CC=21)N(C1CCC2C=CC=CC=21)C1=CC2=CC=CC=C2C=C1","InChI=1S/C28H25N/c1-2-10-23-19-24(16-13-20(23)7-1)29(27-17-14-21-8-3-5-11-25(21)27)28-18-15-22-9-4-6-12-26(22)28/h1-13,16,19,27-28H,14-15,17-18H2","DLLUNRTUYZTKKY-UHFFFAOYSA-N","?","25","potentiometric","b/thermodynamic","?","basic",0.25
"11028","S=C1(NC(=O)NC2(=C1N(C=N2)C))","CN1C=NC2NC(=O)NC(=S)C1=2","InChI=1S/C6H6N4OS/c1-10-2-7-4-3(10)5(12)9-6(11)8-4/h2H,1H3,(H2,8,9,11,12)","BVJKWTIGJVUGCY-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","basic",0.3
"17049","O=[N+]([O-])C2(=CC=C(N1(N=NN=C1N))C=C2)","NC1=NN=NN1C1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C7H6N6O2/c8-7-9-10-11-12(7)5-1-3-6(4-2-5)13(14)15/h1-4H,(H2,8,9,11)","MUEKWICBOBNDDL-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","H+","basic",0.34
"13915","SC=1(N=CC2(=CC=CC=C2(C=1)))","SC1=CC2=CC=CC=C2C=N1","InChI=1S/C9H7NS/c11-9-5-7-3-1-2-4-8(7)6-10-9/h1-6H,(H,10,11)","WRIZFUVYABPOLN-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",0.39
"15558","ClC3(=CC=C(C=2(OC(C1(=CC=CC=C1))=CN=2))C=C3)","ClC1C=CC(=CC=1)C1=NC=C(O1)C1C=CC=CC=1","InChI=1S/C15H10ClNO/c16-13-8-6-12(7-9-13)15-17-10-14(18-15)11-4-2-1-3-5-11/h1-10H","ANIDZBXFEWCCDB-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.41
"14579","S1(C(=NC=C1[N+](=O)[O-])N(C)C)","CN(C)C1=NC=C(S1)[N+]([O-])=O","InChI=1S/C5H7N3O2S/c1-7(2)5-6-3-4(11-5)8(9)10/h3H,1-2H3","QHFJDZYJNPUHJB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",0.48
"11989","N=1(N(C=2(C=CC=CC=2(C=1)))C)","CN1N=CC2C=CC=CC1=2","InChI=1S/C8H8N2/c1-10-8-5-3-2-4-7(8)6-9-10/h2-6H,1H3","CSUGQXMRKOKBFI-UHFFFAOYSA-N","?","25",,"a2/apparent","?","basic",0.51
"16734","[Br]C3(=CC=C(C=2(OC(C1(=CC=C(C)C=C1))=CN=2))C=C3)","CC1C=CC(=CC=1)C1=CN=C(O1)C1C=CC(Br)=CC=1","InChI=1S/C16H12BrNO/c1-11-2-4-12(5-3-11)15-10-18-16(19-15)13-6-8-14(17)9-7-13/h2-10H,1H3","NIBHFJZQUTULPX-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.56
"13175","S1(C(=NC=C1[N+](=O)[O-])N)","NC1=NC=C(S1)[N+]([O-])=O","InChI=1S/C3H3N3O2S/c4-3-5-1-2(9-3)6(7)8/h1H,(H2,4,5)","MIHADVKEHAFNPG-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",0.61
"11277","O=[N+]([O-])C2(=CC=1(NN=CC=1C=C2))","[O-][N+](=O)C1=CC2NN=CC=2C=C1","InChI=1S/C7H5N3O2/c11-10(12)6-2-1-5-4-8-9-7(5)3-6/h1-4H,(H,8,9)","ORZRMRUXSPNQQL-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","NH2+","basic",0.66
"15560","ClC3(=CC=C(C=2(OC(C1(=CC=CC=C1))=NC=2))C=C3)","ClC1C=CC(=CC=1)C1=CN=C(O1)C1C=CC=CC=1","InChI=1S/C15H10ClNO/c16-13-8-6-11(7-9-13)14-10-17-15(18-14)12-4-2-1-3-5-12/h1-10H","WSIOZFWOUNEWBI-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.7
"10163","O(C1(=NC=CN=C1))C","COC1C=NC=CN=1","InChI=1S/C5H6N2O/c1-8-5-4-6-2-3-7-5/h2-4H,1H3","WKSXRWSOSLGSTN-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","basic",0.75
"11010","O=C2(N(C=1(N=CNC=1C(N2)=O))C)","CN1C2N=CNC=2C(=O)NC1=O","InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)","GMSNIKWWOQHZGF-UHFFFAOYSA-N","?","22","mean from 2","a1/apparent","?","basic",0.78
"12354","N=1(N(C(C)=CC=1C2(=NN(C)C(=C2)C))C)","CN1N=C(C=C1C)C1C=C(C)N(C)N=1","InChI=1S/C10H14N4/c1-7-5-9(11-13(7)3)10-6-8(2)14(4)12-10/h5-6H,1-4H3","XZVBGBULHWGJLO-UHFFFAOYSA-N","?, ?","25","spectrophotometric","a1/apparent","?, ?","basic",0.81
"16737","[Br]C3(=CC=C(C=2(OC(C1(=CC=C(C)C=C1))=NC=2))C=C3)","CC1C=CC(=CC=1)C1=NC=C(O1)C1C=CC(Br)=CC=1","InChI=1S/C16H12BrNO/c1-11-2-4-13(5-3-11)16-18-10-15(19-16)12-6-8-14(17)9-7-12/h2-10H,1H3","QXQXZPDNSMGDMF-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",0.87
"17873","[Br]C1(=NC=CC=C1)","BrC1C=CC=CN=1","InChI=1S/C5H4BrN/c6-5-3-1-2-4-7-5/h1-4H","IMRWILPUOVGIMU-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",0.9
"12469","N(C1(=CC(=CC=C1)C))C2(=CC=CC=C2)","CC1C=C(C=CC=1)NC1C=CC=CC=1","InChI=1S/C13H13N/c1-11-6-5-9-13(10-11)14-12-7-3-2-4-8-12/h2-10,14H,1H3","TWPMMLHBHPYSMT-UHFFFAOYSA-N","?","25","mean from 2","b1/apparent","NH","basic",0.92
"10684","O=[N+]([O-])C1(=CC(=C(N)C(=C1)C)C)","CC1=CC(=CC(C)=C1N)[N+]([O-])=O","InChI=1S/C8H10N2O2/c1-5-3-7(10(11)12)4-6(2)8(5)9/h3-4H,9H2,1-2H3","NSBSVUUVECHDDX-UHFFFAOYSA-N","?","22","spectrophotometric","a/apparent","?","basic",0.98
"13763","S(C1(=NC=NC2(=C1C=NN2)))C","CSC1=NC=NC2NN=CC=21","InChI=1S/C6H6N4S/c1-11-6-4-2-9-10-5(4)7-3-8-6/h2-3H,1H3,(H,7,8,9,10)","BLEJJILOVWBLBZ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",1.0
"17430","ClN(CC)CC","CCN(Cl)CC","InChI=1S/C4H10ClN/c1-3-6(5)4-2/h3-4H2,1-2H3","TYDFLVGVWMSQAC-UHFFFAOYSA-N","?","25",,"a/apparent","?","basic",1.02
"11025","O(C1(=NC=NC=2(C1=NC=CN=2)))C","COC1=NC=NC2=NC=CN=C12","InChI=1S/C7H6N4O/c1-12-7-5-6(10-4-11-7)9-3-2-8-5/h2-4H,1H3","KCCOKUSVNPDIBJ-UHFFFAOYSA-N","?","20","conductometric","a/thermodynamic","?","basic",1.04
"15596","O=[N+]([O-])C1(=CC=C(N(CCCC)CCCC)C=C1)","CCCCN(CCCC)C1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C14H22N2O2/c1-3-5-11-15(12-6-4-2)13-7-9-14(10-8-13)16(17)18/h7-10H,3-6,11-12H2,1-2H3","GKQAJXHWTPRUJG-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","amine","basic",1.08
"11226","N2(=NN(C1(=CC=CC=C1))C(=N2)N)","NC1=NN=NN1C1C=CC=CC=1","InChI=1S/C7H7N5/c8-7-9-10-11-12(7)6-4-2-1-3-5-6/h1-5H,(H2,8,9,11)","ULIDRMKBVYYVIQ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","H+","basic",1.12
"11008","O=C1(N(C(=O)C=2(NC=NC=2(N1)))C)","CN1C(=O)NC2N=CNC=2C1=O","InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)","MVOYJPOZRLFTCP-UHFFFAOYSA-N","?","22","spectrophotometric","a1/apparent","?","basic",1.19
"13432","N2(=NN(C1(=C(C=CC=C1)C))C(=N2)N)","CC1C=CC=CC=1N1N=NN=C1N","InChI=1S/C8H9N5/c1-6-4-2-3-5-7(6)13-8(9)10-11-12-13/h2-5H,1H3,(H2,9,10,12)","AUNRLASOCRKGLH-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","H+","basic",1.23
"15327","O1(C(=NC=C1C2(=CC=C(OC)C=C2))C3(=CC=C(C)C=C3))","CC1C=CC(=CC=1)C1=NC=C(O1)C1C=CC(=CC=1)OC","InChI=1S/C17H15NO2/c1-12-3-5-14(6-4-12)17-18-11-16(20-17)13-7-9-15(19-2)10-8-13/h3-11H,1-2H3","HLIXBAVJOUSZRZ-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",1.26
"16004","N=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3))","C1=CC=CC2=NC3=CC=CC=C3N=C21","InChI=1S/C12H8N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H","PCNDJXKNXGMECE-UHFFFAOYSA-N","?","19","mean from 2","a/thermodynamic","?","basic",1.31
"12458","O(C2(=NC=C(C1([NH+](CCC1)C))C=C2))C","COC1=CC=C(C=N1)C1CCCN1C","InChI=1S/C11H16N2O/c1-13-7-3-4-10(13)9-5-6-11(14-2)12-8-9/h5-6,8,10H,3-4,7H2,1-2H3","XBNGALKSPXKWLO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",1.34
"11689","ON=CC1(=C(O)C=CC=C1)","OC1C=CC=CC=1CN=O","InChI=1S/C7H7NO2/c9-7-4-2-1-3-6(7)5-8-10/h1-4,9H,5H2","PUNVNOQWQQPNES-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",1.37
"17816","ClC=1(C(=NNC=1)C)","CC1=NNC=C1Cl","InChI=1S/C4H5ClN2/c1-3-4(5)2-6-7-3/h2H,1H3,(H,6,7)","LCDKUXJKMAFCTI-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","=N-H","basic",1.4
"16552","O1(C(=NC=C1C2(=CC=C(OC)C=C2))C3(=CC=C(OC)C=C3))","COC1C=CC(=CC=1)C1=CN=C(O1)C1C=CC(=CC=1)OC","InChI=1S/C17H15NO3/c1-19-14-7-3-12(4-8-14)16-11-18-17(21-16)13-5-9-15(20-2)10-6-13/h3-11H,1-2H3","NHNMUPTZVKPGEZ-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","?","basic",1.41
"12419","O=[N+]([O-])C=1(C(N)=CC2(=CC=CC=C2(C=1)))","NC1=CC2=CC=CC=C2C=C1[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-9-5-7-3-1-2-4-8(7)6-10(9)12(13)14/h1-6H,11H2","ZAXOISFBCDOZER-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","basic",1.48
"12452","O(C2(=NN(C1(=CC=CC=C1))C(=C2)C))C","CC1=CC(=NN1C1C=CC=CC=1)OC","InChI=1S/C11H12N2O/c1-9-8-11(14-2)12-13(9)10-6-4-3-5-7-10/h3-8H,1-2H3","NGVOVYIGNOOSBM-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","basic",1.5
"16539","O=C(O)C3(=CC=C(N1(N=C(C)C=C1C2(=CC=CC=C2)))C=C3)","CC1C=C(C2C=CC=CC=2)N(N=1)C1C=CC(=CC=1)C(O)=O","InChI=1S/C17H14N2O2/c1-12-11-16(13-5-3-2-4-6-13)19(18-12)15-9-7-14(8-10-15)17(20)21/h2-11H,1H3,(H,20,21)","TYEFETXBOCYRFT-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","basic",1.59
"11542","O(C1(=NN=C(OC)C=C1))C","COC1C=CC(=NN=1)OC","InChI=1S/C6H8N2O2/c1-9-5-3-4-6(10-2)8-7-5/h3-4H,1-2H3","HKQOBAGKDBSVEQ-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","basic",1.61
"12144","O=[N+]([O-])C1(=CC=C(N(CC)CC)C=C1)","CCN(CC)C1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C10H14N2O2/c1-3-11(4-2)9-5-7-10(8-6-9)12(13)14/h5-8H,3-4H2,1-2H3","CFPIZMWTMRWZRO-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","amine","basic",1.7
"16966","O=[N+]([O-])C1(=C([N+](=O)[O-])C=C2(NC=NC2(=C1)))","[O-][N+](=O)C1C=C2NC=NC2=CC=1[N+]([O-])=O","InChI=1S/C7H4N4O4/c12-10(13)6-1-4-5(9-3-8-4)2-7(6)11(14)15/h1-3H,(H,8,9)","GJKUZDYIYKJZOB-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","N(+)-H","basic",1.73
"14647","S(=O)(=O)(N(CC)CC)C1(=CC=C(N)C=C1)","CCN(CC)S(=O)(=O)C1C=CC(N)=CC=1","InChI=1S/C10H16N2O2S/c1-3-12(4-2)15(13,14)10-7-5-9(11)6-8-10/h5-8H,3-4,11H2,1-2H3","LTFVELCIFWEGGA-UHFFFAOYSA-N","?","25",,"a/apparent","NH3%+&","basic",1.75
"16199","S(=O)(=O)(NC1(=NC=CC=C1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1C=CC=CN=1","InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)","GECHUMIMRBOMGK-UHFFFAOYSA-N","?, ?","21","potentiometric","a/apparent","?, ?","basic",1.79
"17183","OC3(=CC=2(NC1(=C(C=CC=C1)NC=2C=C3)))","OC1=CC2NC3C=CC=CC=3NC=2C=C1","InChI=1S/C12H10N2O/c15-8-5-6-11-12(7-8)14-10-4-2-1-3-9(10)13-11/h1-7,13-15H","MUVWSHUHOHVPET-UHFFFAOYSA-N","?","30","potentiometric","a/apparent","?","basic",1.8
"15546","O1(C(=NN=C1C2(=CC=CC=C2))C3(=CC=C(C)C=C3))","CC1C=CC(=CC=1)C1=NN=C(O1)C1C=CC=CC=1","InChI=1S/C15H12N2O/c1-11-7-9-13(10-8-11)15-17-16-14(18-15)12-5-3-2-4-6-12/h2-10H,1H3","UHQIKTAVLMIABA-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","H+","basic",1.81
"17872","IC1(=NC=CC=C1)","IC1C=CC=CN=1","InChI=1S/C5H4IN/c6-5-3-1-2-4-7-5/h1-4H","CCZWSTFVHJPCEM-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","NHE+","basic",1.82
"12480","[I+](C1(=CC(N)=CC=C1))C2(=CC=CC=C2)","NC1C=C(C=CC=1)[I+]C1C=CC=CC=1","InChI=1S/C12H11IN/c14-12-8-4-7-11(9-12)13-10-5-2-1-3-6-10/h1-9H,14H2/q+1","QZZAOUXGZYAERZ-UHFFFAOYSA-N","?","24","spectrophotometric","a1/apparent","?","basic",1.87
"13140","N1(=NN(C(C)C)C(=N1)N)","CC(C)N1N=NN=C1N","InChI=1S/C4H9N5/c1-3(2)9-4(5)6-7-8-9/h3H,1-2H3,(H2,5,6,8)","SYZTYGNWUNKTRN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","H+","basic",1.91
"13870","OC=2(C=1(C(=NN=CC=1)C=CC=2))","OC1=CC=CC2=NN=CC=C21","InChI=1S/C8H6N2O/c11-8-3-1-2-7-6(8)4-5-9-10-7/h1-5,11H","ZZVUPNFZGYTAAN-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",1.92
"12917","ClC=1(C(=NN(C=1C)C)C)","CC1=C(Cl)C(C)=NN1C","InChI=1S/C6H9ClN2/c1-4-6(7)5(2)9(3)8-4/h1-3H3","RQQJQZNUFCUHKG-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",1.96
"17795","N1(=C(C=CN=C1)C)","CC1C=CN=CN=1","InChI=1S/C5H6N2/c1-5-2-3-6-4-7-5/h2-4H,1H3","LVILGAOSPDLNRM-UHFFFAOYSA-N","?","20","mean from 2","a2/apparent","?","basic",1.99
"12969","O1(CCN(CC#N)CC1)","N#CCN1CCOCC1","InChI=1S/C6H10N2O/c7-1-2-8-3-5-9-6-4-8/h2-6H2","OOSOCAXREAGIGA-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",2.0
"17863","N1(C(=CC(=C1)C)C)","CC1C=C(C)NC=1","InChI=1S/C6H9N/c1-5-3-6(2)7-4-5/h3-4,7H,1-2H3","MFFMQGGZCLEMCI-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","?","basic",2.04
