"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"17475","S=C(O)NCC","CCNC(O)=S","InChI=1S/C3H7NOS/c1-2-4-3(5)6/h2H2,1H3,(H2,4,5,6)","MDPAAGYNXXEGKJ-UHFFFAOYSA-N","?","25",,"a1/apparent","CH3NHCOS(-","acidic",0.92
"17836","OC1(=CN=[NH+]C=C1)","OC1=CN=NC=C1","InChI=1S/C4H4N2O/c7-4-1-2-5-6-3-4/h1-3H,(H,5,7)","VHVUTJZQFZBIRR-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",1.07
"15515","O=C2(C1(=C(O)[NH+]=CN=C1C(=O)C3(=C2N=C(C)N3C)))","CC1=NC2=C(C(=O)C3N=CN=C(O)C=3C2=O)N1C","InChI=1S/C11H8N4O3/c1-4-14-7-8(15(4)2)10(17)6-5(9(7)16)11(18)13-3-12-6/h3H,1-2H3,(H,12,13,18)","FKHYFHLCLOJQBU-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","N-H","acidic",1.15
"14246","O=C(O)C(=O)C1(=CC=CC=C1)","OC(=O)C(=O)C1C=CC=CC=1","InChI=1S/C8H6O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,(H,10,11)","FAQJJMHZNSSFSM-UHFFFAOYSA-N","?","25","mean from 3","apparent","?","acidic",1.22
"10294","O[N+]1(=CC=C(C)C=C1)","CC1C=C[N+](O)=CC=1","InChI=1S/C6H8NO/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3/q+1","KBWCJCSTDQPGLN-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",1.29
"11550","O=C(O)C1(=[NH+]C=CC=C1N)","NC1=CC=CN=C1C(O)=O","InChI=1S/C6H6N2O2/c7-4-2-1-3-8-5(4)6(9)10/h1-3H,7H2,(H,9,10)","BOOMHTFCWOJWFO-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","acidic",1.33
"17205","O[N+]=1(C=3(C(C=C2(C=1C=CC=C2))=CC=CC=3))","O[N+]1C2=CC=CC=C2C=C2C=CC=CC=12","InChI=1S/C13H10NO/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9,15H/q+1","PTPCXXSKXGSYBD-UHFFFAOYSA-N","?","23","spectrophotometric","a/thermodynamic","?","acidic",1.37
"13635","ClC1(=C(C([N+](=O)[O-])=CC=C1)C(=O)O)","[O-][N+](=O)C1=CC=CC(Cl)=C1C(O)=O","InChI=1S/C7H4ClNO4/c8-4-2-1-3-5(9(12)13)6(4)7(10)11/h1-3H,(H,10,11)","JYHOMEFOTKWQPN-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","COOH","acidic",1.41
"13143","N#CC=1(N=NNC=1C#N)","N#CC1NN=NC=1C#N","InChI=1S/C4HN5/c5-1-3-4(2-6)8-9-7-3/h(H,7,8,9)","IVANFNGOSJTZFM-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.47
"15043","O=C1(C=C(OC(=C1)C(=O)O)C2(=CC=CC=C2))","OC(=O)C1=CC(=O)C=C(O1)C1C=CC=CC=1","InChI=1S/C12H8O4/c13-9-6-10(8-4-2-1-3-5-8)16-11(7-9)12(14)15/h1-7H,(H,14,15)","ZBLMDHRGZBRWNO-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.51
"17132","S1(C(=NC=C1)N=NC2(=C(O)C=C(O)C=C2))","OC1=CC(O)=C(C=C1)N=NC1=NC=CS1","InChI=1S/C9H7N3O2S/c13-6-1-2-7(8(14)5-6)11-12-9-10-3-4-15-9/h1-5,13-14H","SHNIKUXMZFPPCS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",1.56
"11562","O(C1(=[NH+]C(O)=CC(=N1)C))C","CC1C=C(O)N=C(N=1)OC","InChI=1S/C6H8N2O2/c1-4-3-5(9)8-6(7-4)10-2/h3H,1-2H3,(H,7,8,9)","CRYUGFDHGVCIJW-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",1.6
"14057","O=C(O)C#CC#CC#CCC","CCC#CC#CC#CC(O)=O","InChI=1S/C9H6O2/c1-2-3-4-5-6-7-8-9(10)11/h2H2,1H3,(H,10,11)","KJCTYMBMJUFPNN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.67
"11609","O=[N+]([O-])NC=1(N=NN(N=1)C)","CN1N=C(N[N+]([O-])=O)N=N1","InChI=1S/C2H4N6O2/c1-7-4-2(3-6-7)5-8(9)10/h1H3,(H,4,5)","RDIQHTSMBPQBIR-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","N-H","acidic",1.7
"11708","O=C(O)C1(=CC=[N+](C)C=C1)","C[N+]1=CC=C(C=C1)C(O)=O","InChI=1S/C7H7NO2/c1-8-4-2-6(3-5-8)7(9)10/h2-5H,1H3/p+1","QITIEADGFBVLCV-UHFFFAOYSA-O","?","26","spectrophotometric","a/apparent","?","acidic",1.72
"13389","O=C(O)C2(=[NH+]C=1(C(=CC=CC=1)C=C2))","OC(=O)C1C=CC2=CC=CC=C2N=1","InChI=1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)","LOAUVZALPPNFOQ-UHFFFAOYSA-N","?","19","mean from 2","a1/apparent","?","acidic",1.79
"10915","O=C(O)C([NH3+])CC=1(N(C=[NH+]C=1)C)","CN1C=NC=C1CC(=N)C(O)O","InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,7-8,11-12H,2H2,1H3","HVLOOGGWSPSKQD-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","acidic",1.84
"17491","O=C(O)C#C","C#CC(O)=O","InChI=1S/C3H2O2/c1-2-3(4)5/h1H,(H,4,5)","UORVCLMRJXCDCP-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","COOH","acidic",1.89
"13396","O=C(O)C=2(C1(=[NH+]C=CC=C1C=CC=2))","OC(=O)C1C=CC=C2C=CC=NC2=1","InChI=1S/C10H7NO2/c12-10(13)8-5-1-3-7-4-2-6-11-9(7)8/h1-6H,(H,12,13)","QRDZFPUVLYEQTA-UHFFFAOYSA-N","?","23","mean from 5","b/thermodynamic","?","acidic",1.9
"13226","N#CC(C#N)=C(C#N)C(C#N)C#N","N#CC(C(C#N)C#N)=C(C#N)C#N","InChI=1S/C8HN5/c9-1-6(2-10)8(5-13)7(3-11)4-12/h6H","JHRFTUUPRRIVKE-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.9
"12540","N1(=NNC(=N1)C([NH3+])CC2(=CC=CC=C2))","NC(CC1C=CC=CC=1)C1NN=NN=1","InChI=1S/C9H11N5/c10-8(9-11-13-14-12-9)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12,13,14)","NXQBRADSLPEODL-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",1.93
"12103","O=C(O)C(=O)C=CC1(=CC=C(C)C=C1)","CC1C=CC(C=CC(=O)C(O)=O)=CC=1","InChI=1S/C11H10O3/c1-8-2-4-9(5-3-8)6-7-10(12)11(13)14/h2-7H,1H3,(H,13,14)","OPXZMUYXMAYBPG-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.96
"12663","O=C(O)C[NH+](CC)CC","CCN(CC)C=C(O)O","InChI=1S/C6H13NO2/c1-3-7(4-2)5-6(8)9/h5,8-9H,3-4H2,1-2H3","XQUVBRCEPRDUBR-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","acidic",1.98
"17069","O=C(O)C1([NH+]2(C(C(C)CC1)CCC(C2)C))","CC1CCC(=C(O)O)N2CC(C)CCC21","InChI=1S/C12H21NO2/c1-8-3-5-10-9(2)4-6-11(12(14)15)13(10)7-8/h8-10,14-15H,3-7H2,1-2H3","CZDPAYWUBDBFSY-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",2.0
"13796","OC1(=[N+](C=NC2(=C1NC=N2))C)","C[N+]1C=NC2N=CNC=2C=1O","InChI=1S/C6H6N4O/c1-10-3-9-5-4(6(10)11)7-2-8-5/h2-3H,1H3,(H,7,8,11)/p+1","PGXGQSPWPVYNRZ-UHFFFAOYSA-O","?",,"spectrophotometric","a1/apparent","?","acidic",2.0
"14385","O=[N+]([O-])NC1(=NN=NN1CC)","CCN1N=NN=C1N[N+]([O-])=O","InChI=1S/C3H6N6O2/c1-2-8-3(4-6-7-8)5-9(10)11/h2H2,1H3,(H,4,5,7)","CFMHWMIDRAWWDT-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","N-H","acidic",2.02
"10544","S(=O)(O)CCCC1(=CC=CC=C1)","OS(=O)CCCC1C=CC=CC=1","InChI=1S/C9H12O2S/c10-12(11)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,10,11)","CFSNYACSOSNGMO-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",2.05
"10952","FC2(=CC=C(C1(=C(O)C1=O))C=C2)","OC1C(=O)C=1C1C=CC(F)=CC=1","InChI=1S/C9H5FO2/c10-6-3-1-5(2-4-6)7-8(11)9(7)12/h1-4,11H","YAZHOMRIZYKYQD-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.07
"16054","N#CC(NC(C#N)=C(C#N)C#N)=C(C#N)C#N","N#CC(=NC(C#N)=C(C#N)C#N)C(C#N)C#N","InChI=1S/C10HN7/c11-1-7(2-12)9(5-15)17-10(6-16)8(3-13)4-14/h7H","CHNOMIWAZBNIAG-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",2.1
"12860","O=C(O)CN1(N=NC=N1)","OC(O)=CN1N=NC=N1","InChI=1S/C3H4N4O2/c8-3(9)1-7-5-2-4-6-7/h1-2,8-9H","GMAXIVSAGRBSEY-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","acidic",2.12
"17281","[Br]C1(=NN=NN1)","BrC1NN=NN=1","InChI=1S/CHBrN4/c2-1-3-5-6-4-1/h(H,3,4,5,6)","HFULRRXNTBESRB-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.13
"17128","O=C(O)C([NH3+])CC1(=NNC2(=C1C=CC=C2))","N=C(CC1=NNC2=CC=CC=C21)C(O)O","InChI=1S/C10H11N3O2/c11-7(10(14)15)5-9-6-3-1-2-4-8(6)12-13-9/h1-4,10-11,14-15H,5H2,(H,12,13)","JXKBMHROUWEAAK-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",2.2
"16946","O=C1(C(O)=C1C2(=CC=C(C(C)(C)C)C=C2))","CC(C)(C)C1C=CC(=CC=1)C1=C(O)C1=O","InChI=1S/C13H14O2/c1-13(2,3)9-6-4-8(5-7-9)10-11(14)12(10)15/h4-7,14H,1-3H3","SYGXYFJWFCJGQK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.21
"17720","O=C(O)C([NH2+]C)C","CN=C(C)C(O)O","InChI=1S/C4H9NO2/c1-3(5-2)4(6)7/h4,6-7H,1-2H3","RGIAKCODSSBRKT-UHFFFAOYSA-N","?","25","potentiometric","apparent","CO2H","acidic",2.22
"11492","O=C(O)CN1(N=NC(=N1)C)","CC1=NN(C=C(O)O)N=N1","InChI=1S/C4H6N4O2/c1-3-5-7-8(6-3)2-4(9)10/h2,9-10H,1H3","AIDQPLZZKWGAEI-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","acidic",2.23
"17455","O=C(O)C[NH2+]C","CN=CC(O)O","InChI=1S/C3H7NO2/c1-4-2-3(5)6/h2-3,5-6H,1H3","FTKWPCCYILUHFL-UHFFFAOYSA-N","?","23","mean from 5","a1/apparent","COOH","acidic",2.24
"16489","O=C(O)C(NC(=O)C([NH3+])CC=1([NH+]=CNC=1))CC=2([NH+]=CNC=2)","N=C(CC1=CNC=N1)C(O)NC(CC1=CNC=N1)=C(O)O","InChI=1S/C12H16N6O3/c13-9(1-7-3-14-5-16-7)11(19)18-10(12(20)21)2-8-4-15-6-17-8/h3-6,11,13,18-21H,1-2H2,(H,14,16)(H,15,17)","BLZSXQJXNOHNHY-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",2.25
"17063","O=C1(OC(C2(C[NH2+]C(C2(C1))C(=O)O))(C)C)","CC1(C)OC(O)=CC2C1CN=C2C(O)O","InChI=1S/C10H15NO4/c1-10(2)6-4-11-8(9(13)14)5(6)3-7(12)15-10/h3,5-6,9,12-14H,4H2,1-2H3","ADVUYKHOGSPFMH-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",2.27
"11595","O[N+]1(=C(N(C)C)C=CC=C1)","CN(C)C1C=CC=C[N+]=1O","InChI=1S/C7H11N2O/c1-8(2)7-5-3-4-6-9(7)10/h3-6,10H,1-2H3/q+1","JUMNTWQQQPEVDH-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.27
"17722","O=C(O)C([NH3+])CC","CCC(=N)C(O)O","InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h4-7H,2H2,1H3","DLLYTQPYHWQCMQ-UHFFFAOYSA-N","?","20","mean from 2","thermodynamic","CO2H","acidic",2.29
"17350","S(=O)(O)C(C)C","CC(C)S(O)=O","InChI=1S/C3H8O2S/c1-3(2)6(4)5/h3H,1-2H3,(H,4,5)","AQAAVCJTEANSGJ-UHFFFAOYSA-N","?","20","conductometric","a1/apparent","SOOH","acidic",2.3
"11863","O=C(O)C(O)C(N)C(=O)N","NC(=O)C(N)C(O)=C(O)O","InChI=1S/C4H8N2O4/c5-1(3(6)8)2(7)4(9)10/h1,7,9-10H,5H2,(H2,6,8)","ZYRWMJROQVDQLG-UHFFFAOYSA-N","?","25","potentiometric","apparent","CO2H","acidic",2.31
"13267","O=C1(C(O)=C1C2(=CC=C(OC)C=C2))","COC1C=CC(=CC=1)C1=C(O)C1=O","InChI=1S/C10H8O3/c1-13-7-4-2-6(3-5-7)8-9(11)10(8)12/h2-5,11H,1H3","XWIOSUPIHHKJLX-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.33
"17349","S(=O)(O)CCC","CCCS(O)=O","InChI=1S/C3H8O2S/c1-2-3-6(4)5/h2-3H2,1H3,(H,4,5)","YGUNSCNKBIOMSG-UHFFFAOYSA-N","?","20","conductometric","a1/apparent","SOOH","acidic",2.35
"17230","S(=O)(O)C","CS(O)=O","InChI=1S/CH4O2S/c1-4(2)3/h1H3,(H,2,3)","XNEFVTBPCXGIRX-UHFFFAOYSA-N","?","20","conductometric","a1/apparent","SOOH","acidic",2.35
"10803","O=C(O)C(C#N)C1(CCCCC1)","N#CC(C1CCCCC1)=C(O)O","InChI=1S/C9H13NO2/c10-6-8(9(11)12)7-4-2-1-3-5-7/h7,11-12H,1-5H2","APKUZIXCWNTDOE-UHFFFAOYSA-N","?","25","conductometric","thermodynamic","?","acidic",2.37
"15436","O=[N+]([O-])C2(=C(C(C(=O)C1(=CC=CC=C1))=CC=C2)C(=O)O)","[O-][N+](=O)C1C=CC=C(C=1C(O)=O)C(=O)C1C=CC=CC=1","InChI=1S/C14H9NO5/c16-13(9-5-2-1-3-6-9)10-7-4-8-11(15(19)20)12(10)14(17)18/h1-8H,(H,17,18)","WRXSPQXXLMCAGM-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",2.39
"14915","O=C(O)C1([NH2+]CC(C1CC(=O)OC)C(O)C)","CC(O)C1CN=C(C1C=C(O)OC)C(O)O","InChI=1S/C10H17NO5/c1-5(12)7-4-11-9(10(14)15)6(7)3-8(13)16-2/h3,5-7,10,12-15H,4H2,1-2H3","SDHPNHLAOIMRHB-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",2.4
"13542","O=C(O)C1([NH+]=C(N)NC1C(O)C[NH3+])","NC1NC(C(O)CN)C(N=1)=C(O)O","InChI=1S/C6H12N4O3/c7-1-2(11)3-4(5(12)13)10-6(8)9-3/h2-3,11-13H,1,7H2,(H3,8,9,10)","LIORDZDUPBSJKD-UHFFFAOYSA-N","?","17","potentiometric","a1/apparent","?","acidic",2.4
"12826","SC(=O)C1(=CC=CC=C1)","O=C(S)C1C=CC=CC=1","InChI=1S/C7H6OS/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)","UIJGNTRUPZPVNG-UHFFFAOYSA-N","?","22","spectrophotometric","a1/apparent","COSH","acidic",2.44
"16280","O=C1(N(C(=O)CC1[NH3+])CCCCC([NH3+])C(=O)O)","N=C1CC(=O)N(CCCCC(=N)C(O)O)C1O","InChI=1S/C10H17N3O4/c11-6(10(16)17)3-1-2-4-13-8(14)5-7(12)9(13)15/h9-12,15-17H,1-5H2","GSBZIUGMPYNKER-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",2.5
"12667","O=C(O)C([NH3+])CC(C)C","CC(C)CC(=N)C(O)O","InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4,6-9H,3H2,1-2H3","WRUOJBIHMBVTMJ-UHFFFAOYSA-N","?, ?","25","mean from 2","a1/apparent","?, COOH","acidic",2.5
"17614","ClC(C(=O)O)C=C","C=CC(Cl)=C(O)O","InChI=1S/C4H5ClO2/c1-2-3(5)4(6)7/h2,6-7H,1H2","NYNQSVNBCKXGTB-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",2.54
"13614","O=[N+]([O-])C1(=C(C(=O)O)C=C(C)C=C1)","CC1=CC(C(O)=O)=C(C=C1)[N+]([O-])=O","InChI=1S/C8H7NO4/c1-5-2-3-7(9(12)13)6(4-5)8(10)11/h2-4H,1H3,(H,10,11)","QRRSIFNWHCKMSW-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",2.55
"17073","O([N+]1(=CC=C(O)C=C1))CC2(=CC=CC=C2)","OC1C=C[N+](=CC=1)OCC1C=CC=CC=1","InChI=1S/C12H11NO2/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-9H,10H2/p+1","XCEWLCGPERHNBL-UHFFFAOYSA-O","?",,"potentiometric","a/apparent","?","acidic",2.58
"12609","O=C(NOCC(=O)O)N","NC(=O)NOC=C(O)O","InChI=1S/C3H6N2O4/c4-3(8)5-9-1-2(6)7/h1,6-7H,(H3,4,5,8)","GRFWYPOAXQSVCY-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",2.6
"12573","O=C(O)C#CCCCC","CCCCC#CC(O)=O","InChI=1S/C7H10O2/c1-2-3-4-5-6-7(8)9/h2-4H2,1H3,(H,8,9)","UEERQXQKEJPYBR-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.61
"17330","O=C(O)C#CC","CC#CC(O)=O","InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)","LUEHNHVFDCZTGL-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","COOH","acidic",2.63
"16820","S1(C(C(C(=O)O)N2(C1C(NC(=O)CCCCCCC)C2=O))(C)C)","CCCCCCC=C(O)N=C1C2SC(C)(C)C(=C(O)O)N2C1O","InChI=1S/C16H26N2O4S/c1-4-5-6-7-8-9-10(19)17-11-13(20)18-12(15(21)22)16(2,3)23-14(11)18/h9,13-14,19-22H,4-8H2,1-3H3","MPZGLTKZNXIOKP-UHFFFAOYSA-N","?","23","potentiometric","a/apparent","?","acidic",2.66
"10346","O=C(O)C#CC=CC","CC=CC#CC(O)=O","InChI=1S/C6H6O2/c1-2-3-4-5-6(7)8/h2-3H,1H3,(H,7,8)","JXPZIFVOEQOMAW-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.67
"10591","O=C(O)C(=O)CC1(=CC=CC=C1)","OC(=CC1C=CC=CC=1)C(O)=O","InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-6,10H,(H,11,12)","DEDGUGJNLNLJSR-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.68
"11536","S1(=O)(=O)(NC(=O)NC(C1)=O)","OC1CS(=O)(=O)NC(=O)N=1","InChI=1S/C3H4N2O4S/c6-2-1-10(8,9)5-3(7)4-2/h1H2,(H2,4,5,6,7)","JPCGXTWIIKBSQB-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.7
"14213","[Br]C1(=C(C(=CC=C1)C)C(=O)O)","CC1=CC=CC(Br)=C1C(O)=O","InChI=1S/C8H7BrO2/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4H,1H3,(H,10,11)","ICXBPDJQFPIBSS-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",2.71
"14854","O=C(O)C(NC(=O)C([NH3+])C)CC=1([NH+]=CNC=1)","CC(=N)C(O)NC(CC1=CNC=N1)=C(O)O","InChI=1S/C9H14N4O3/c1-5(10)8(14)13-7(9(15)16)2-6-3-11-4-12-6/h3-4,8,10,13-16H,2H2,1H3,(H,11,12)","DYKVUBXEKMOQBW-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","CO2-H","acidic",2.73
"14150","SC1(=C(F)C(F)=CC(=C1F)F)","FC1=CC(F)=C(F)C(S)=C1F","InChI=1S/C6H2F4S/c7-2-1-3(8)5(10)6(11)4(2)9/h1,11H","IGOGJHYWSOZGAE-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.75
"11177","S1(N=C(C(=O)O)C2(=C1C=CC=C2))","OC(=O)C1=NSC2C=CC=CC=21","InChI=1S/C8H5NO2S/c10-8(11)7-5-3-1-2-4-6(5)12-9-7/h1-4H,(H,10,11)","KTORKRBAIRTBCP-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","COOH","acidic",2.76
"15659","O=C(O)C(=O)C(C1(=CC=CC=C1))C2(=CC=CC=C2)","OC(=C(C1C=CC=CC=1)C1C=CC=CC=1)C(O)=O","InChI=1S/C15H12O3/c16-14(15(17)18)13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,16H,(H,17,18)","CBLCIBTYWSLBLR-UHFFFAOYSA-N","?",,"potentiometric","a/thermodynamic","?","acidic",2.78
