"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"14979","O[N+]=1(C=3(C([N+]([O-])=C2(C=1C=CC=C2))=CC=CC=3))","[O-][N+]1=C2C=CC=CC2=[N+](O)C2=CC=CC=C12","InChI=1S/C12H9N2O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8,15H/q+1","OINNCVINXPJGJH-UHFFFAOYSA-N","?","23","spectrophotometric","a/apparent","?","acidic",-1.62
"13924","SC2(=[NH+]C=1(C(=CC=CC=1)C=C2))","SC1C=CC2=CC=CC=C2N=1","InChI=1S/C9H7NS/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)","KXZSVYHFYHTNBI-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",-1.44
"13879","OC2(=[NH+]C=1(C(=CC=CC=1)N=C2))","OC1C=NC2=CC=CC=C2N=1","InChI=1S/C8H6N2O/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-5H,(H,10,11)","FFRYUAVNPBUEIC-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",-1.37
"13083","O([N+]1(=C(O)C=CC=C1))C","CO[N+]1C=CC=CC=1O","InChI=1S/C6H7NO2/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3/p+1","QQIZPGDMEQYXPB-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",-1.3
"17875","SC1(=[NH+]C=CC=C1)","SC1C=CC=CN=1","InChI=1S/C5H5NS/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)","WHMDPDGBKYUEMW-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",-1.22
"15714","[Br]C1(=C(O)[NH+]=C([O-])[N+](=C1)C2(OC(CO)C(C2O)O))","OCC1OC(C(O)C1O)[N+]1=CC(Br)=C(O)N=C1O","InChI=1S/C9H11BrN2O6/c10-3-1-12(9(17)11-7(3)16)8-6(15)5(14)4(2-13)18-8/h1,4-6,8,13-15H,2H2,(H,11,16,17)/p+1","AGFIRQJZCNVMCW-UHFFFAOYSA-O","?","25","spectrophotometric","a1/apparent","N-H","acidic",-0.9
"11190","O=C2(N(C1(=C(C=CC=C1)C=C2))C)","CN1C(=O)C=CC2C=CC=CC1=2","InChI=1S/C10H9NO/c1-11-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3","QYEMNJMSULGQRD-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",-0.71
"11596","O[N+]1(=C(C=C(C#N)C=C1)C)","CC1C=C(C=C[N+]=1O)C#N","InChI=1S/C7H7N2O/c1-6-4-7(5-8)2-3-9(6)10/h2-4,10H,1H3/q+1","OZUYEBOXYYWOOK-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",-0.67
"11801","O=C(O)C1(=CC=[N+](O)C=C1)","OC(=O)C1C=C[N+](O)=CC=1","InChI=1S/C6H5NO3/c8-6(9)5-1-3-7(10)4-2-5/h1-4H,(H-,8,9,10)/p+1","GPTZSIJTAZUTNS-UHFFFAOYSA-O","?","24","spectrophotometric","a1/apparent","?","acidic",-0.48
"12553","O2(CCN(C1(=NC(=NC(=C1)N)N))CC2)","NC1N=C(C=C(N)N=1)N1CCOCC1","InChI=1S/C8H13N5O/c9-6-5-7(12-8(10)11-6)13-1-3-14-4-2-13/h5H,1-4H2,(H4,9,10,11,12)","DFSFIKNJVGWSMU-UHFFFAOYSA-N","?","20",,"a2/thermodynamic","?","acidic",-0.35
"13886","OC=1(C=2(C([NH+]=NC=1)=CC=CC=2))","OC1C=NN=C2C=CC=CC2=1","InChI=1S/C8H6N2O/c11-8-5-9-10-7-4-2-1-3-6(7)8/h1-5H,(H,10,11)","UFMBERDMCRCVSM-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",-0.35
"17841","OC1(=[NH+]C=CN=C1)","OC1C=NC=CN=1","InChI=1S/C4H4N2O/c7-4-3-5-1-2-6-4/h1-3H,(H,6,7)","HUTNOYOBQPAKIA-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",-0.1
"10174","OC1(=[N+](C=CN=C1)C)","C[N+]1C=CN=CC=1O","InChI=1S/C5H6N2O/c1-7-3-2-6-4-5(7)8/h2-4H,1H3/p+1","AXDPIARTQUKALL-UHFFFAOYSA-O","?","20","spectrophotometric","a/apparent","?","acidic",-0.04
"10885","O=C(O)C1(=CC(=[N+](O)C(=C1)C)C)","CC1C=C(C=C(C)[N+]=1O)C(O)=O","InChI=1S/C8H9NO3/c1-5-3-7(8(10)11)4-6(2)9(5)12/h3-4H,1-2H3,(H-,10,11,12)/p+1","SNSJQCGPTAGKHM-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",-0.01
"13329","O=C(O)CC1(=[NH+]C=2(C=CC=CC=2(N1)))","OC(O)=CC1NC2C=CC=CC=2N=1","InChI=1S/C9H8N2O2/c12-9(13)5-8-10-6-3-1-2-4-7(6)11-8/h1-5,12-13H,(H,10,11)","LCLJVLVNPHCQNL-UHFFFAOYSA-N","?","24.9","spectrophotometric","a2/apparent","COOH","acidic",0.2
"13875","OC=1([NH+]=NC2(=CC=CC=C2(C=1)))","OC1=CC2C=CC=CC=2N=N1","InChI=1S/C8H6N2O/c11-8-5-6-3-1-2-4-7(6)9-10-8/h1-5H,(H,10,11)","CXUGAWWYKSOLEL-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.21
"17627","FC(F)(F)C(=O)O","OC(=O)C(F)(F)F","InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)","DTQVDTLACAAQTR-UHFFFAOYSA-N","?","23","mean from 3","a1/apparent","?","acidic",0.23
"13974","OC2(=[NH+]C=1(C(=CC=CC=1)C=C2))","OC1C=CC2=CC=CC=C2N=1","InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)","LISFMEBWQUVKPJ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.31
"17204","OC=1(C=3(C([NH+]=C2(C=1C=CC=C2))=CC=CC=3))","OC1C2=CC=CC=C2N=C2C=CC=CC2=1","InChI=1S/C13H9NO/c15-13-9-5-1-3-7-11(9)14-12-8-4-2-6-10(12)13/h1-8H,(H,14,15)","FZEYVTFCMJSGMP-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",0.32
"10292","OC1(=[N+](C=CC=C1)C)","C[N+]1C=CC=CC=1O","InChI=1S/C6H7NO/c1-7-5-3-2-4-6(7)8/h2-5H,1H3/p+1","DVVGIUUJYPYENY-UHFFFAOYSA-O","?","20","spectrophotometric","a/apparent","?","acidic",0.32
"10495","S=C(O)NCC(C)C","CC(C)CNC(O)=S","InChI=1S/C5H11NOS/c1-4(2)3-6-5(7)8/h4H,3H2,1-2H3,(H2,6,7,8)","OFUMQOMGJIQOSD-UHFFFAOYSA-N","?","25",,"a1/apparent","i-BuNHCSO","acidic",0.38
"12780","[O+]1(=C(C=C(O)C=C1C)C)","CC1C=C(O)C=C(C)[O+]=1","InChI=1S/C7H8O2/c1-5-3-7(8)4-6(2)9-5/h3-4H,1-2H3/p+1","VSYFZULSKMFUJJ-UHFFFAOYSA-O","?","25",,"b/thermodynamic","?","acidic",0.38
"11077","O=C(O)C1(=[NH+]C=2(C=CC=CC=2(N1)))","OC(=O)C1NC2C=CC=CC=2N=1","InChI=1S/C8H6N2O2/c11-8(12)7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H,9,10)(H,11,12)","RHXSYTACTOMVLJ-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","?","acidic",0.4
"17746","S=C(O)NCCC","CCCNC(O)=S","InChI=1S/C4H9NOS/c1-2-3-5-4(6)7/h2-3H2,1H3,(H2,5,6,7)","FUQQDLUELDZSJX-UHFFFAOYSA-N","?","25",,"a1/apparent","n-PrNHCSO","acidic",0.52
"10494","S=C(O)NCCCC","CCCCNC(O)=S","InChI=1S/C5H11NOS/c1-2-3-4-6-5(7)8/h2-4H2,1H3,(H2,6,7,8)","COCRWDUVMPPPMO-UHFFFAOYSA-N","?","25",,"a1/apparent","n-BuNHCSO","acidic",0.67
"16663","FC1(=CC(=CC=C1)CN2(C=C(C(=O)N)C(C#N)C=C2))","NC(=O)C1=CN(CC2C=C(F)C=CC=2)C=CC1C#N","InChI=1S/C14H12FN3O/c15-12-3-1-2-10(6-12)8-18-5-4-11(7-16)13(9-18)14(17)19/h1-6,9,11H,8H2,(H2,17,19)","XQOSFQKVWWUQEY-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","-CN","acidic",0.68
"17889","OC1(=[NH+]C=CC=C1)","OC1C=CC=CN=1","InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)","UBQKCCHYAOITMY-UHFFFAOYSA-N","?","20","spectrophotometric","a1/thermodynamic","OH","acidic",0.75
"17892","O[N+]1(=CC=CC=C1)","O[N+]1C=CC=CC=1","InChI=1S/C5H6NO/c7-6-4-2-1-3-5-6/h1-5,7H/q+1","DEINLRGVTJVCOS-UHFFFAOYSA-N","?","24","mean from 3","a/apparent","?","acidic",0.77
"13928","SC=1(C=2(C([NH+]=CC=1)=CC=CC=2))","SC1C=CN=C2C=CC=CC2=1","InChI=1S/C9H7NS/c11-9-5-6-10-8-4-2-1-3-7(8)9/h1-6H,(H,10,11)","ROYCCMJSURLMLI-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.77
"14743","SC#N","N#CS","InChI=1S/CHNS/c2-1-3/h3H","ZMZDMBWJUHKJPS-UHFFFAOYSA-N","?","25","potentiometric","thermodynamic","?","acidic",0.85
"14377","S(C1(=[N+](C(O)=CC=N1)C))CC","C[N+]1C(O)=CC=NC=1SCC","InChI=1S/C7H10N2OS/c1-3-11-7-8-5-4-6(10)9(7)2/h4-5H,3H2,1-2H3/p+1","VGFDVXGBZMECHY-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",0.9
"11710","O=C(O)C1(=[NH+]C(=CC=C1)C)","CC1=CC=CC(=N1)C(O)=O","InChI=1S/C7H7NO2/c1-5-3-2-4-6(8-5)7(9)10/h2-4H,1H3,(H,9,10)","LTUUGSGSUZRPRV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",0.9
"10407","OC(=C(C#N)C#N)C","CC(O)=C(C#N)C#N","InChI=1S/C5H4N2O/c1-4(8)5(2-6)3-7/h8H,1H3","YLXFTABIIHHHOV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",1.0
"11118","O[N+]1(=C([NH+]=C2(N=CNC2(=C1N)))N)","NC1=C2NC=NC2=NC(N)=[N+]1O","InChI=1S/C5H6N6O/c6-3-2-4(9-1-8-2)10-5(7)11(3)12/h1,12H,(H4,6,7,8,9,10)/p+1","DFHCVINAZNYTFH-UHFFFAOYSA-O","?",,"spectrophotometric","a1/apparent","?","acidic",1.0
"15720","O[N+]2(=CC=C(C=CC1(=CC=C([NH+](C)C)C=C1))C=C2)","CN(C)C1C=CC(/C=C/C2C=C[N+](O)=CC=2)=CC=1","InChI=1S/C15H17N2O/c1-16(2)15-7-5-13(6-8-15)3-4-14-9-11-17(18)12-10-14/h3-12,18H,1-2H3/q+1","XTBMQKIWSTZEGG-UHFFFAOYSA-N","?","24.85","spectrophotometric","b2/apparent","O-H","acidic",1.05
"10293","O[N+]1(=CC(=CC=C1)C)","CC1C=[N+](O)C=CC=1","InChI=1S/C6H8NO/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3/q+1","RFYUVLUNRJOEOW-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",1.08
"15216","O=C(O)C1(=C([NH+]=NC(=C1)C2(=CC=CC=C2))NCC[NH+]3(CCOCC3))","OC(=O)C1C=C(N=NC=1NCCN1CCOCC1)C1C=CC=CC=1","InChI=1S/C17H20N4O3/c22-17(23)14-12-15(13-4-2-1-3-5-13)19-20-16(14)18-6-7-21-8-10-24-11-9-21/h1-5,12H,6-11H2,(H,18,20)(H,22,23)","JAEOCKSFMAVRDL-UHFFFAOYSA-N","?","25","spectrophotometric","a3/apparent","?","acidic",1.1
"17186","O[N+]=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3))","O[N+]1C2=CC=CC=C2N=C2C=CC=CC=12","InChI=1S/C12H9N2O/c15-14-11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)14/h1-8H,(H,13,15)/q+1","JIDKFJCPUCPXGX-UHFFFAOYSA-N","?","23","spectrophotometric","a/thermodynamic","?","acidic",1.12
"11729","O(C1(=[N+](O)C=CC=C1))CC","CCOC1C=CC=C[N+]=1O","InChI=1S/C7H10NO2/c1-2-10-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3/q+1","OFCYQXXHGVEBNU-UHFFFAOYSA-N","?",,"spectrophotometric","a/thermodynamic","?","acidic",1.18
"12937","OC1(=[NH+]C(O)=CC(=[NH+]1)C)","CC1=CC(O)=NC(O)=N1","InChI=1S/C5H6N2O2/c1-3-2-4(8)7-5(9)6-3/h2H,1H3,(H2,6,7,8,9)","SHVCSCWHWMSGTE-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",1.2
"10783","S(=O)(O)C1(=CC([N+](=O)[O-])=CC=C1)","[O-][N+](=O)C1C=C(C=CC=1)S(O)=O","InChI=1S/C6H5NO4S/c8-7(9)5-2-1-3-6(4-5)12(10)11/h1-4H,(H,10,11)","AVHXRJBDMUSUCQ-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",1.21
"13084","O(C1(=[N+](O)C=CC=C1))C","COC1C=CC=C[N+]=1O","InChI=1S/C6H8NO2/c1-9-6-4-2-3-5-7(6)8/h2-5,8H,1H3/q+1","VACFQONYCKFHLS-UHFFFAOYSA-N","?",,"spectrophotometric","a/thermodynamic","?","acidic",1.23
"13073","O=C(O)C1(=[NH+]C=CC=C1)","OC(=O)C1C=CC=CN=1","InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)","SIOXPEMLGUPBBT-UHFFFAOYSA-N","?","23","mean from 9","a1/apparent","COO(1-)","acidic",1.25
"17512","O=C(O)C=O","OC(=O)C=O","InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)","HHLFWLYXYJOTON-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","OH","acidic",1.26
"11011","O=C(O)C1([NH2+]C2(NC(=[NH+]C1C2)N))","NC1NC2CC(N=1)C(=N2)C(O)O","InChI=1S/C6H10N4O2/c7-6-8-2-1-3(10-6)9-4(2)5(11)12/h2-3,5,11-12H,1H2,(H3,7,8,10)","KKYVREFSVFQIDJ-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",1.3
"10688","O=C(O)CC([NH3+])C1(=[NH+]C=CC=C1)","NC(C=C(O)O)C1C=CC=CN=1","InChI=1S/C8H10N2O2/c9-6(5-8(11)12)7-3-1-2-4-10-7/h1-6,11-12H,9H2","XBQMNJLDUCGMBD-UHFFFAOYSA-N","?","23","potentiometric","b2/apparent","?","acidic",1.3
"13882","OC=1([NH+]=CC2(=CC=CC=C2(N=1)))","OC1=NC2C=CC=CC=2C=N1","InChI=1S/C8H6N2O/c11-8-9-5-6-3-1-2-4-7(6)10-8/h1-5H,(H,9,10,11)","AVRPFRMDMNDIDH-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",1.3
"12104","O=C(O)C(=O)C1(=C(C=C(C)C=C1C)C)","CC1C=C(C)C=C(C)C=1C(=O)C(O)=O","InChI=1S/C11H12O3/c1-6-4-7(2)9(8(3)5-6)10(12)11(13)14/h4-5H,1-3H3,(H,13,14)","IRSQOXNQMAUSTG-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",1.34
"10512","O=C1(OC(=O)C(C(=O)C)C(=C1)C)","CC(=O)C1=C(O)OC(=O)C=C1C","InChI=1S/C8H8O4/c1-4-3-6(10)12-8(11)7(4)5(2)9/h3,11H,1-2H3","HURSXDKEYMJYED-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",1.34
"13513","O=C(O)C(=O)C1(=CC(=C(C)C=C1)C)","CC1C=C(C=CC=1C)C(=O)C(O)=O","InChI=1S/C10H10O3/c1-6-3-4-8(5-7(6)2)9(11)10(12)13/h3-5H,1-2H3,(H,12,13)","ISPFBCQRXZHOGR-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.36
"13636","[Br]C1(=C(C([N+](=O)[O-])=CC=C1)C(=O)O)","[O-][N+](=O)C1=CC=CC(Br)=C1C(O)=O","InChI=1S/C7H4BrNO4/c8-4-2-1-3-5(9(12)13)6(4)7(10)11/h1-3H,(H,10,11)","KWNBOCMNFKJJCK-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.37
"10824","O=C(O)C1(=C([NH+](C)C)C=CC=C1)","CN(C)C1=CC=CC=C1C(O)=O","InChI=1S/C9H11NO2/c1-10(2)8-6-4-3-5-7(8)9(11)12/h3-6H,1-2H3,(H,11,12)","DVVXXHVHGGWWPE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",1.4
"15079","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(C(=O)O)=CC=2))","[O-][N+](=O)C1=CC=C(C(O)=O)C2=NC=CC=C12","InChI=1S/C10H6N2O4/c13-10(14)7-3-4-8(12(15)16)6-2-1-5-11-9(6)7/h1-5H,(H,13,14)","HXHZCOASPJWXPP-UHFFFAOYSA-N","?",,"potentiometric","b/thermodynamic","?","acidic",1.41
"14538","SC(=O)C1(=CC=C(C#N)C=C1)","N#CC1C=CC(=CC=1)C(=O)S","InChI=1S/C8H5NOS/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,(H,10,11)","IWUUKYDVURAVIM-UHFFFAOYSA-N","?","22","spectrophotometric","a1/apparent","COSH","acidic",1.42
"13514","O=C(O)C(=O)C1(=C(C=CC(=C1)C)C)","CC1=CC(C(=O)C(O)=O)=C(C)C=C1","InChI=1S/C10H10O3/c1-6-3-4-7(2)8(5-6)9(11)10(12)13/h3-5H,1-2H3,(H,12,13)","NDYSRCJHIBVQTC-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.45
"16183","O=C(C2(=NC1(=C(O)[NH+]=C(N)N=C1NC2)))C(O)C","CC(O)=C(O)C1CNC2N=C(N)N=C(O)C=2N=1","InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h15-16H,2H2,1H3,(H4,10,11,13,14,17)","FYDGMRRMOMSOLR-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",1.45
"11427","S(=O)(O)C1(=C(C=CC=C1)C)","CC1C=CC=CC=1S(O)=O","InChI=1S/C7H8O2S/c1-6-4-2-3-5-7(6)10(8)9/h2-5H,1H3,(H,8,9)","VLUWLNIMIAFOSY-UHFFFAOYSA-N","?",,,"apparent","?","acidic",1.47
"17753","ClC(=NO)C(=O)O","OC(=O)C(Cl)N=O","InChI=1S/C2H2ClNO3/c3-1(4-7)2(5)6/h1H,(H,5,6)","RPAJUFYQIGWMBB-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",1.5
"11368","O=C1(C=C(OC=C1)C(=O)O)","OC(=O)C1=CC(=O)C=CO1","InChI=1S/C6H4O4/c7-4-1-2-10-5(3-4)6(8)9/h1-3H,(H,8,9)","UFMDRPPBUAPWBK-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.5
"14806","O=C1(N(N(C)C(=C1CC=3(C(O)=[N+](C2(=CC=CC=C2))N(C=3C)C))C)C4(=CC=CC=C4))","CC1=C(CC2C(=O)N(C3C=CC=CC=3)N(C)C=2C)C(O)=[N+](C2C=CC=CC=2)N1C","InChI=1S/C23H24N4O2/c1-16-20(22(28)26(24(16)3)18-11-7-5-8-12-18)15-21-17(2)25(4)27(23(21)29)19-13-9-6-10-14-19/h5-14H,15H2,1-4H3/p+1","QATHNKNPUVVKHK-UHFFFAOYSA-O","?","25","conductometric","b/apparent","?","acidic",1.51
"13098","S1(C[NH+](C)C(C1)C(=O)O)","CN1CSCC1=C(O)O","InChI=1S/C5H9NO2S/c1-6-3-9-2-4(6)5(7)8/h7-8H,2-3H2,1H3","VRAKCJWPVLDUSG-UHFFFAOYSA-N","?","24","potentiometric","a1/apparent","?","acidic",1.51
"10592","O=C(O)C(=O)C1(=CC=C(C)C=C1)","CC1C=CC(=CC=1)C(=O)C(O)=O","InChI=1S/C9H8O3/c1-6-2-4-7(5-3-6)8(10)9(11)12/h2-5H,1H3,(H,11,12)","UIIIPQVTXBPHTI-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",1.52
"10264","S1(C[NH2+]C(C1)C(=O)O)","OC(O)C1CSCN=1","InChI=1S/C4H7NO2S/c6-4(7)3-1-8-2-5-3/h4,6-7H,1-2H2","HKNZCUOBAVKFDL-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",1.58
"12568","ClC2(=NN(C1(=NC([N+](=O)[O-])=NN1))C=N2)","[O-][N+](=O)C1=NNC(=N1)N1C=NC(Cl)=N1","InChI=1S/C4H2ClN7O2/c5-2-6-1-11(10-2)3-7-4(9-8-3)12(13)14/h1H,(H,7,8,9)","SZJVKIBTWWUTTK-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","acidic",1.59
"15157","O=[N+]([O-])C2(=C1(N=NN(C1=CC(=C2)[N+](=O)[O-])O))","[O-][N+](=O)C1=CC(=C2N=NN(O)C2=C1)[N+]([O-])=O","InChI=1S/C6H3N5O5/c12-9-4-1-3(10(13)14)2-5(11(15)16)6(4)7-8-9/h1-2,12H","NYRLDLUBCJTICL-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","N-OH","acidic",1.6
"14370","O=C([N+]1(=CC(C#N)=CC=C1))C","C=C(O)[N+]1=CC(=CC=C1)C#N","InChI=1S/C8H6N2O/c1-7(11)10-4-2-3-8(5-9)6-10/h2-4,6H,1H2/p+1","WPVNZGOPZRMWNT-UHFFFAOYSA-O","?","25",,"a1/apparent","?","acidic",1.62
"12569","[Br]C2(=NN(C1(=NC([N+](=O)[O-])=NN1))C=N2)","[O-][N+](=O)C1=NNC(=N1)N1C=NC(Br)=N1","InChI=1S/C4H2BrN7O2/c5-2-6-1-11(10-2)3-7-4(9-8-3)12(13)14/h1H,(H,7,8,9)","IQBZCQBIJVBEDH-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","acidic",1.63
"12795","P(=O)(O)C1(=CC=CC=C1)","OP(=O)C1C=CC=CC=1","InChI=1S/C6H7O2P/c7-9(8)6-4-2-1-3-5-6/h1-5,9H,(H,7,8)","MLCHBQKMVKNBOV-UHFFFAOYSA-N","?","20","mean from 2","1/apparent","?","acidic",1.63
"11790","O=[N+]([O-])C1(C(=O)OCC1=O)","[O-][N+](=O)C1=C(O)OCC1=O","InChI=1S/C4H3NO5/c6-2-1-10-4(7)3(2)5(8)9/h7H,1H2","NSYVQEMEKIJTDD-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.68
"10681","O=C(O)C([NH3+])CC1(=C[NH+]=CC=C1)","N=C(CC1C=CC=NC=1)C(O)O","InChI=1S/C8H10N2O2/c9-7(8(11)12)4-6-2-1-3-10-5-6/h1-3,5,8-9,11-12H,4H2","PUKKLOIYGGUDIZ-UHFFFAOYSA-N","?","23","potentiometric","b2/apparent","?","acidic",1.69
